Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,DNO,63,10,8,3,5,4,10,1,14,Lobby 1
2.0,NBL,44,5,6,18,0,1,9,2,4,Lobby 1
3.0,BW,42,7,4,1,9,11,1,4,7,Lobby 1
4.0,The Semi Pros,35,2,8,12,6,17,0,3,4,Lobby 1
5.0,OA,34,8,0,5,5,2,7,9,5,Lobby 1
6.0,SMP,30,3,8,11,1,3,2,6,1,Lobby 1
7.0,CLX,24,15,5,6,4,9,5,14,3,Lobby 1
8.0,Titanes,24,1,4,16,0,5,2,10,0,Lobby 1
9.0,SXG,21,16,0,2,7,13,2,12,1,Lobby 1
10.0,Hooiya,20,19,2,8,1,6,3,5,5,Lobby 1
11.0,My Neck My Back,19,4,7,4,1,15,0,19,0,Lobby 1
12.0,ROT,15,13,0,7,2,12,1,13,6,Lobby 1
13.0,RCO,15,6,1,9,3,14,2,7,0,Lobby 1
14.0,gibbyhands,14,11,0,13,0,7,6,8,1,Lobby 1
15.0,Hardstuck10k,9,9,0,19,0,8,1,11,3,Lobby 1
16.0,Spooky Scary,4,12,1,15,0,19,1,16,0,Lobby 1
17.0,SQS Gaming,4,14,0,14,0,10,0,18,0,Lobby 1
18.0,Insane Xboxsers,3,17,0,10,0,16,0,15,0,Lobby 1
19.0,Dumpsters,2,18,0,17,2,18,0,17,0,Lobby 1
20.0,AGL,0,20,0,20,0,20,0,20,0,Lobby 1
1.0,YouLikeThatMate?,50,1,17,2,10,12,1,19,0,Lobby 2
2.0,BP,48,11,3,1,10,8,13,10,5,Lobby 2
3.0,LMX,44,4,3,5,7,17,1,1,12,Lobby 2
4.0,Dexterous,33,3,8,20,0,2,6,14,2,Lobby 2
5.0,LZR,33,12,0,4,5,1,9,13,0,Lobby 2
6.0,xD,29,18,0,6,12,7,0,4,6,Lobby 2
7.0,LVG,29,2,10,15,3,13,1,6,1,Lobby 2
8.0,Never Lucky,24,7,5,11,1,6,5,12,5,Lobby 2
9.0,CC,24,10,1,7,0,10,0,2,7,Lobby 2
10.0,Vandals,22,13,1,12,2,18,1,3,9,Lobby 2
11.0,Undisputed,20,14,2,14,0,3,8,17,1,Lobby 2
12.0,AST,18,9,4,9,7,11,0,15,1,Lobby 2
13.0,Meow Syndicate,17,16,0,3,2,16,0,5,4,Lobby 2
14.0,4Fun,13,8,2,18,0,4,4,16,0,Lobby 2
15.0,oni,12,6,0,10,0,9,5,18,0,Lobby 2
16.0,Onyx,9,15,0,16,0,5,3,11,0,Lobby 2
17.0,Nest,7,17,1,17,0,20,0,8,4,Lobby 2
18.0,JustSomeWarriors,7,19,1,8,0,15,0,9,1,Lobby 2
19.0,SDO,7,20,0,13,0,14,1,7,1,Lobby 2
20.0,Pickles,6,5,2,19,0,19,0,20,0,Lobby 2
1.0,AM,62,14,1,9,8,2,16,1,13,Lobby 3
2.0,EST,45,9,2,3,11,1,6,9,3,Lobby 3
3.0,LF,39,2,4,5,3,4,7,6,4,Lobby 3
4.0,RT,37,1,9,15,2,3,4,14,1,Lobby 3
5.0,NEAN,30,3,10,18,0,8,3,4,3,Lobby 3
6.0,Sussy Bakas,30,7,3,1,4,14,2,12,4,Lobby 3
7.0,Unlucky,28,13,1,2,2,9,3,5,6,Lobby 3
8.0,NM,21,16,0,7,3,15,0,2,5,Lobby 3
9.0,Los Hefes,20,4,5,6,2,10,3,17,0,Lobby 3
10.0,Aisle 5,19,6,3,19,0,5,2,3,0,Lobby 3
11.0,MOAN,17,8,3,14,6,7,2,19,0,Lobby 3
12.0,GNR,16,10,3,17,3,12,5,13,1,Lobby 3
13.0,TPM,15,5,1,12,0,13,0,7,5,Lobby 3
14.0,Sniper Meta,13,11,5,16,0,16,0,11,6,Lobby 3
15.0,Tijuana Piranas,10,20,0,4,5,18,0,20,0,Lobby 3
16.0,FROG,10,15,0,10,3,19,0,8,2,Lobby 3
17.0,BQB,8,12,4,11,0,17,0,10,0,Lobby 3
18.0,ZERO,7,17,0,8,1,11,1,18,2,Lobby 3
19.0,2 Zoomers1boomer,6,18,0,20,0,6,0,15,2,Lobby 3
20.0,1 vs Lobby,4,19,2,13,1,20,0,16,0,Lobby 3
1.0,BAD,59,5,5,2,6,1,12,2,2,Lobby 4
2.0,2B1C,57,7,9,1,15,12,0,9,15,Lobby 4
3.0,Unsigned Talent,52,6,6,4,5,5,11,1,6,Lobby 4
4.0,WASH,34,8,3,12,6,4,8,6,6,Lobby 4
5.0,BOT,33,1,5,16,0,3,5,11,3,Lobby 4
6.0,SUP,27,2,8,7,1,17,3,10,1,Lobby 4
7.0,Dark Matter,26,11,4,8,2,9,5,5,6,Lobby 4
8.0,pub stars,25,15,3,5,7,2,1,17,0,Lobby 4
9.0,Blood Sport,23,3,2,13,1,13,0,4,6,Lobby 4
10.0,OrgSignUs,21,17,0,11,4,10,1,3,6,Lobby 4
11.0,IFE,20,18,3,3,6,8,1,15,0,Lobby 4
12.0,Yess,19,4,7,17,0,7,3,18,1,Lobby 4
13.0,UORG,15,10,3,15,0,6,3,14,2,Lobby 4
14.0,Wonderboys,12,14,0,6,1,15,3,8,1,Lobby 4
15.0,LNT,7,19,0,9,1,16,0,7,1,Lobby 4
16.0,Content Squad,5,12,1,10,1,18,0,16,0,Lobby 4
17.0,MoJo,5,13,0,14,0,11,1,12,0,Lobby 4
18.0,Raised By Wolves,3,9,0,19,0,19,0,13,0,Lobby 4
19.0,Specter,1,20,0,20,0,20,0,19,1,Lobby 4
20.0,Filii Martis,1,16,0,18,0,14,0,20,0,Lobby 4
