Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,NoHalo,55,8,5,2,11,15,3,1,12,Lobby 1
2.0,TREX,49,1,13,10,1,1,7,17,2,Lobby 1
3.0,SJP2,47,2,14,18,0,3,8,6,6,Lobby 1
4.0,Abysse,46,4,2,1,8,4,1,3,6,Lobby 1
5.0,CRAZYx3,41,16,3,3,9,6,9,10,8,Lobby 1
6.0,POLSKA,32,10,1,5,9,7,4,4,4,Lobby 1
7.0,ThatsNotaBoulder,30,7,6,14,0,2,8,14,2,Lobby 1
8.0,HKE,27,3,0,16,3,16,1,2,7,Lobby 1
9.0,WICKED,17,17,0,6,5,11,3,9,3,Lobby 1
10.0,Are we in,15,12,2,15,0,5,6,12,0,Lobby 1
11.0,HLDC,13,9,3,17,0,10,5,13,0,Lobby 1
12.0,weeboys,12,6,3,19,0,12,0,7,2,Lobby 1
13.0,Wisps,12,14,0,4,2,19,0,5,0,Lobby 1
14.0,Justthreeplayers,11,19,0,7,4,13,0,11,2,Lobby 1
15.0,Vicimus,11,5,5,9,0,18,0,18,0,Lobby 1
16.0,JediKnights,7,18,1,13,0,17,0,8,3,Lobby 1
17.0,White Clover,6,13,0,8,1,9,0,19,0,Lobby 1
18.0,PS,5,11,1,12,0,14,0,15,0,Lobby 1
19.0,Dojo,5,15,0,11,0,8,1,16,0,Lobby 1
20.0,25,0,20,0,20,0,20,0,20,0,Lobby 1
1.0,PRSTS,51,1,12,15,3,5,7,3,5,Lobby 2
2.0,HNY,46,2,8,1,12,14,4,16,0,Lobby 2
3.0,SPPI,41,9,4,8,3,1,9,7,6,Lobby 2
4.0,CHI,39,4,6,10,3,9,2,1,7,Lobby 2
5.0,ZBW,30,10,2,2,6,8,3,8,4,Lobby 2
6.0,ORCL,27,6,8,13,3,4,3,15,3,Lobby 2
7.0,L2S,27,18,3,5,2,2,2,6,4,Lobby 2
8.0,1872,25,20,0,19,0,11,7,4,12,Lobby 2
9.0,Ferox Sapientia,22,14,0,3,5,13,0,5,4,Lobby 2
10.0,SMS,22,3,3,4,4,15,2,20,0,Lobby 2
11.0,BLANK,21,8,2,11,2,3,5,10,0,Lobby 2
12.0,MantaX,16,16,0,16,0,17,3,2,4,Lobby 2
13.0,Arigato 4 pts,15,12,0,7,3,6,2,9,1,Lobby 2
14.0,Lucendi,14,5,3,9,4,19,1,19,0,Lobby 2
15.0,ATK,13,7,0,18,0,7,7,18,0,Lobby 2
16.0,Spacegliders,10,15,0,12,0,12,0,12,6,Lobby 2
17.0,Duck Goes Quack,8,19,3,17,3,20,0,13,1,Lobby 2
18.0,Whiff Tang,7,11,0,6,1,16,0,14,1,Lobby 2
19.0,Kissyourhomies,6,17,2,14,0,10,0,17,1,Lobby 2
20.0,Clan Meka,4,13,0,20,0,18,2,11,0,Lobby 2
1.0,SSD,46,19,0,1,11,8,3,3,11,Lobby 3
2.0,60fps,43,8,0,2,9,1,6,6,2,Lobby 3
3.0,NXB,35,15,3,5,6,3,3,8,9,Lobby 3
4.0,Steamroller,33,18,0,4,7,18,0,1,9,Lobby 3
5.0,Yes,31,1,13,18,0,4,1,17,0,Lobby 3
6.0,Zeta,31,3,3,9,3,2,6,11,0,Lobby 3
7.0,ALKaIIIbI,30,2,2,14,2,6,8,7,2,Lobby 3
8.0,SCTA,28,4,5,6,4,12,0,4,5,Lobby 3
9.0,TRJ,25,13,0,11,4,5,3,5,8,Lobby 3
10.0,2.5WL,23,6,1,15,6,7,7,13,1,Lobby 3
11.0,4 3 Gang,21,12,1,13,0,9,1,2,6,Lobby 3
12.0,Oui,16,5,5,7,2,15,1,16,0,Lobby 3
13.0,Barbarian,15,9,10,17,0,17,3,19,0,Lobby 3
14.0,ARIS,15,7,2,19,0,10,7,15,0,Lobby 3
15.0,HEXA,14,11,4,3,1,11,0,18,0,Lobby 3
16.0,Cis Disappoint,7,17,3,16,0,13,0,9,1,Lobby 3
17.0,CHOC,7,14,0,8,1,16,2,12,0,Lobby 3
18.0,Next Gen Esports,6,16,0,10,0,14,3,20,0,Lobby 3
19.0,DOT,5,20,0,20,0,19,0,10,3,Lobby 3
20.0,JIGSAW,4,10,0,12,0,20,0,14,0,Lobby 3
1.0,SYND,73,12,9,1,14,2,5,1,11,Lobby 4
2.0,GOD,50,1,13,8,2,1,9,17,0,Lobby 4
3.0,WLS,28,9,6,9,9,12,6,16,2,Lobby 4
4.0,BFG,28,13,0,4,6,3,6,14,2,Lobby 4
5.0,ILL,26,15,0,6,2,20,0,2,11,Lobby 4
6.0,NIBL,24,14,8,16,0,15,0,3,7,Lobby 4
7.0,3FR,23,10,1,19,0,9,5,5,9,Lobby 4
8.0,backseat,23,7,0,5,3,6,7,9,1,Lobby 4
9.0,Kryptic,23,16,1,2,6,5,1,15,1,Lobby 4
10.0,LOS,20,6,6,7,1,11,1,7,2,Lobby 4
11.0,SPIRAL,19,8,5,11,0,13,0,6,7,Lobby 4
12.0,Trigger warning,19,11,1,12,3,4,3,4,0,Lobby 4
13.0,Monkey Milkers,18,2,2,18,0,7,3,12,0,Lobby 4
14.0,Moanerz EU,17,17,1,3,6,19,0,8,1,Lobby 4
15.0,plei,15,4,5,14,0,18,1,13,2,Lobby 4
16.0,6bnt,15,3,4,13,0,14,2,19,0,Lobby 4
17.0,CG,9,20,0,10,3,16,2,10,0,Lobby 4
18.0,Young Squad,7,5,0,15,0,17,1,11,0,Lobby 4
19.0,2vodkas1beer,6,18,2,20,0,10,2,20,0,Lobby 4
20.0,Aspirateur,6,19,0,17,0,8,3,18,1,Lobby 4
