Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,ING,68,1,12,9,2,1,12,3,9
2.0,rats,60,7,13,7,15,5,10,7,9
3.0,LVI,45,2,8,10,3,9,3,2,9
4.0,AST,37,17,3,1,17,20,0,16,5
5.0,trippin,33,3,5,19,0,2,12,17,0
6.0,UORG,30,11,3,14,3,16,0,1,10
7.0,HC,26,9,0,2,7,4,1,9,0
8.0,SDO,23,8,3,6,1,3,6,12,0
9.0,RAWR,19,16,0,4,0,11,2,4,6
10.0,ChadP,19,5,1,3,4,13,0,8,0
11.0,ABW,18,14,0,8,1,6,6,5,1
12.0,ZooWeeMama,16,4,5,15,3,17,0,10,0
13.0,Prodigy,11,15,0,5,0,7,2,15,0
14.0,UNDD,9,10,1,11,0,14,0,6,1
15.0,Landry,8,6,1,16,0,10,0,11,1
16.0,TMW,6,20,0,20,0,15,2,18,3
17.0,Revised,4,18,0,18,0,19,0,13,3
18.0,JustSomeNewGuys,4,13,0,12,1,12,0,19,0
19.0,Synergy,3,12,0,13,1,18,0,20,0
20.0,Vulpes,3,19,0,17,0,8,0,14,0
