Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,LM,90,1,12,1,11,5,0,9,7,1,15,7,0
2.0,CPR Certified,65,15,1,5,8,1,13,3,12,14,0,13,5
3.0,BAD,49,5,4,9,0,19,0,11,3,3,6,1,10
4.0,EST,48,9,4,4,5,3,7,1,5,17,0,15,0
5.0,2B1C,42,2,11,6,1,18,3,4,2,12,3,12,3
6.0,OA,41,7,2,10,0,10,0,6,5,2,5,3,3
7.0,Wonderboys,37,16,0,3,3,14,0,2,7,7,3,8,2
8.0,O TAMA,36,3,7,11,2,17,0,10,5,11,3,5,4
9.0,BP,36,8,3,7,3,6,5,5,0,15,3,6,6
10.0,JOYBOYS,35,4,0,2,7,11,0,20,1,4,5,14,1
11.0,Beamer Bros,29,11,0,12,1,2,5,18,0,13,1,4,5
12.0,Never Lucky,28,6,3,13,0,4,8,12,0,5,2,11,0
13.0,InevitableGaming,26,18,1,14,3,15,3,13,1,18,0,2,6
14.0,MOAN,20,20,0,20,0,8,5,15,1,9,2,10,5
15.0,RAWR,19,13,3,15,6,9,0,8,4,16,0,20,0
16.0,AST,19,17,3,8,5,7,2,14,1,8,0,16,0
17.0,GNR,16,19,0,19,0,12,2,7,2,6,5,18,0
18.0,SUP,14,12,2,16,0,13,3,19,0,19,0,9,5
19.0,LVG,11,14,2,18,0,16,0,17,0,10,6,17,0
20.0,Bot Squad,2,10,0,17,0,20,0,16,0,20,0,19,0
