Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,NXB,81,3,9,2,12,3,14,1,11
2.0,AAS,73,2,11,1,16,1,9,17,4
3.0,GVG,41,1,11,15,2,14,4,5,6
4.0,TD,35,7,4,6,8,6,12,14,1
5.0,PS_Esport,28,4,9,10,0,8,5,6,2
6.0,NIBL,27,11,0,11,3,5,4,2,5
7.0,plei,25,5,2,3,5,9,0,7,2
8.0,Arise eSport 2,24,9,1,4,4,2,3,19,0
9.0,MOB INT,22,18,0,9,0,11,0,3,12
10.0,FriendsofBoomers,18,8,7,16,0,17,0,4,4
11.0,signelunaire,16,6,1,8,2,7,0,12,4
12.0,Carpaccio,13,13,3,5,2,15,0,10,0
13.0,BZK,13,20,0,12,1,4,0,9,4
14.0,ATK,10,14,0,7,2,20,2,13,1
15.0,Last Light,6,15,0,19,1,19,0,15,3
16.0,FRLS,5,17,1,20,0,16,1,8,1
17.0,Nooobix,5,10,1,18,0,13,1,18,0
18.0,AintInvlbleDream,5,19,0,14,0,10,1,11,0
19.0,DIVE,2,12,0,13,0,18,0,20,0
20.0,OogieBoogiePushy,1,16,0,17,0,12,0,16,0
