Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,MP,44,6,11,10,1,7,1,3,16
2.0,Ween Gang,40,2,13,17,4,6,8,19,3
3.0,CHI,39,1,9,11,2,13,2,2,3
4.0,USG,39,10,1,1,6,2,9,17,0
5.0,SMS,36,3,5,4,9,9,1,10,5
6.0,RAT,34,9,1,8,4,1,9,11,3
7.0,0219,34,18,0,13,5,4,5,1,6
8.0,OG,33,7,5,3,6,12,1,5,6
9.0,Young Squad,25,4,6,9,1,8,1,7,5
10.0,WICKED,24,8,1,7,1,3,7,9,1
11.0,PKS,17,16,0,2,7,20,0,14,0
12.0,Vanaheim Gaming,16,12,1,15,1,10,6,12,3
13.0,Looking4Wingman,12,13,2,19,1,11,2,13,4
14.0,CarryRubick fans,12,15,1,5,0,5,1,15,0
15.0,itsheazyKuwaSevn,11,11,0,12,1,14,3,6,1
16.0,Monkey Milkers,11,5,0,14,0,15,0,4,0
17.0,Phoenix,8,17,3,16,3,17,0,8,0
18.0,NoWayFzB,8,14,0,6,4,16,0,16,0
19.0,Minor Keepers,2,19,0,20,0,19,0,20,2
20.0,DASK,1,20,1,18,0,18,0,18,0
