Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,BCG,94,1,11,1,14,1,9,2,15
2.0,AP,45,3,4,2,6,11,0,1,6
3.0,RD,29,17,6,12,3,3,9,17,3
4.0,Weebs Out,27,5,8,3,2,20,0,7,3
5.0,CRAZYx3,27,2,3,7,1,4,4,15,1
6.0,DM,26,9,0,10,4,10,3,5,9
7.0,HNY,25,11,4,14,2,6,10,16,4
8.0,PRSTS,24,20,0,11,6,2,3,12,4
9.0,Dababy,23,6,13,8,3,16,1,14,0
10.0,Duck Goes Quack,20,4,0,4,3,8,0,9,3
11.0,Carnage,18,7,2,5,1,5,2,8,0
12.0,2ege1college,16,16,1,6,2,12,5,11,3
13.0,Reakless,16,10,1,18,0,15,2,3,3
14.0,Nobody,15,15,0,9,3,9,3,6,1
15.0,DSI,13,8,1,20,0,17,1,4,4
16.0,JIGSAW,8,12,1,17,3,7,0,18,0
17.0,FP,5,13,1,16,0,14,0,10,0
18.0,HLDC,4,19,0,15,3,19,0,20,0
19.0,HEROES ESPORT,4,14,1,13,0,13,0,19,0
20.0,SVR,3,18,0,19,0,18,2,13,0
