Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,LM,68,13,7,18,1,11,7,1,11,16,0,1,16,Lobby 1
2.0,DUMPERS,55,1,9,4,9,14,4,9,7,14,4,11,0,Lobby 1
3.0,Onyx,51,10,3,3,8,1,7,14,0,9,3,10,4,Lobby 1
4.0,UORG,51,3,1,10,4,4,2,20,0,1,7,3,4,Lobby 1
5.0,RL,49,6,6,7,2,13,3,5,7,3,10,7,0,Lobby 1
6.0,TDG,45,2,6,5,3,8,0,10,1,7,5,4,5,Lobby 1
7.0,SDO,41,20,0,1,10,3,2,12,2,18,0,5,3,Lobby 1
8.0,CAS,40,8,1,14,1,10,3,3,7,4,9,12,1,Lobby 1
9.0,Big3Protagonist,37,9,7,13,0,2,6,6,1,6,1,13,3,Lobby 1
10.0,OA,36,15,0,2,3,7,2,15,1,2,2,9,3,Lobby 1
11.0,Boston Monsters,29,12,2,8,3,20,0,19,0,17,0,2,12,Lobby 1
12.0,MDL,28,17,0,19,0,15,0,2,3,5,4,6,4,Lobby 1
13.0,ChayKayJay,26,14,0,15,1,5,3,7,3,10,8,18,0,Lobby 1
14.0,Inspired,25,11,4,6,1,6,6,11,2,15,0,14,2,Lobby 1
15.0,ING,22,7,1,11,2,9,9,13,1,19,0,8,0,Lobby 1
16.0,Raw Material,22,19,0,9,3,17,1,4,8,8,1,19,0,Lobby 1
17.0,OFM,14,4,7,17,1,16,0,16,0,13,0,16,0,Lobby 1
18.0,EQ,14,5,2,20,0,19,0,8,3,12,1,15,0,Lobby 1
19.0,Big FNA,4,16,0,12,3,18,0,17,0,20,0,20,0,Lobby 1
20.0,EXAgents,2,18,0,16,0,12,0,18,0,11,0,17,0,Lobby 1
1.0,AST,78,4,13,10,0,1,17,2,17,19,1,18,2,Lobby 2
2.0,My Neck My Back,69,1,9,12,0,2,5,5,6,2,7,9,5,Lobby 2
3.0,RCO,67,11,2,2,2,3,3,10,1,1,7,3,14,Lobby 2
4.0,LVG,50,13,0,1,12,18,0,14,0,5,1,1,7,Lobby 2
5.0,GSG,46,9,6,14,4,6,3,1,8,9,4,11,0,Lobby 2
6.0,NM,42,3,2,6,6,4,4,17,3,13,5,12,5,Lobby 2
7.0,FluidGaming,38,7,7,11,5,14,2,8,4,10,5,6,3,Lobby 2
8.0,Code Cloud,38,18,2,7,1,7,4,9,4,3,6,4,1,Lobby 2
9.0,SAF,32,2,6,17,0,11,4,13,3,15,0,7,4,Lobby 2
10.0,WashedApexPreds,29,10,1,4,2,8,1,7,1,12,3,10,6,Lobby 2
11.0,New Misfits,29,16,3,5,5,15,3,3,1,17,1,5,0,Lobby 2
12.0,Kaged,29,6,2,3,3,10,0,12,0,14,0,2,1,Lobby 2
13.0,RAWR,23,5,0,16,1,12,3,6,3,4,3,19,0,Lobby 2
14.0,Already Peaked,19,15,0,8,4,17,1,18,0,7,5,8,1,Lobby 2
15.0,Dark Matter,19,8,0,9,4,5,4,15,0,11,1,16,0,Lobby 2
16.0,WASH,17,17,0,13,5,9,3,11,0,6,1,14,0,Lobby 2
17.0,Goth Girl TikTok,13,14,0,15,0,16,0,4,3,8,0,13,0,Lobby 2
18.0,ROT,10,12,3,19,0,19,0,16,1,16,5,20,0,Lobby 2
19.0,trippin,8,20,0,18,3,20,0,20,0,20,0,17,5,Lobby 2
20.0,CCE,7,19,0,20,0,13,2,19,2,18,1,15,0,Lobby 2
