Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
1.0,SSD,53,6,7,2,10,1,8,12,3,Lobby 1,Quarterfinals,,,,
2.0,SJP2,50,1,19,7,7,9,6,19,1,Lobby 1,Quarterfinals,,,,
3.0,POLSKA,44,3,4,14,1,3,8,2,7,Lobby 1,Quarterfinals,,,,
4.0,TRJ,41,4,6,1,11,7,3,15,0,Lobby 1,Quarterfinals,,,,
5.0,4ypiki,37,2,3,13,0,2,3,4,7,Lobby 1,Quarterfinals,,,,
6.0,4 3 Gang,28,11,1,4,2,8,6,3,4,Lobby 1,Quarterfinals,,,,
7.0,SLAP,27,13,9,11,4,10,4,10,4,Lobby 1,Quarterfinals,,,,
8.0,HEXA,26,9,1,9,0,17,0,1,9,Lobby 1,Quarterfinals,,,,
9.0,HNY,25,10,0,3,7,16,0,6,6,Lobby 1,Quarterfinals,,,,
10.0,3turrets1brain,24,5,2,5,3,5,2,9,3,Lobby 1,Quarterfinals,,,,
11.0,Trixx,21,18,0,16,4,6,8,7,3,Lobby 1,Quarterfinals,,,,
12.0,Uchinix,15,12,1,6,1,20,0,8,7,Lobby 1,Quarterfinals,,,,
13.0,Xc,12,7,2,8,1,13,3,17,0,Lobby 1,Quarterfinals,,,,
14.0,KYKLOS,11,14,0,15,3,15,0,5,1,Lobby 1,Quarterfinals,,,,
15.0,NXB,9,8,3,19,0,12,3,18,0,Lobby 1,Quarterfinals,,,,
16.0,MF,7,19,0,18,1,11,1,11,3,Lobby 1,Quarterfinals,,,,
17.0,4eSport,7,15,0,10,2,14,0,13,0,Lobby 1,Quarterfinals,,,,
18.0,Monkey Milkers,7,16,0,17,0,4,0,14,1,Lobby 1,Quarterfinals,,,,
19.0,Royal Mooses,2,17,0,12,1,18,0,16,0,Lobby 1,Quarterfinals,,,,
20.0,Wait For Top 6,0,20,0,20,0,19,0,20,0,Lobby 1,Quarterfinals,,,,
1.0,PRSTS,53,4,4,2,11,15,3,2,11,Lobby 2,Quarterfinals,,,,
2.0,21cm,49,2,16,16,0,9,7,5,11,Lobby 2,Quarterfinals,,,,
3.0,plei,44,3,7,10,5,5,13,8,4,Lobby 2,Quarterfinals,,,,
4.0,HKE,40,8,1,3,6,1,4,6,5,Lobby 2,Quarterfinals,,,,
5.0,ONE HP,38,11,2,1,7,2,6,14,0,Lobby 2,Quarterfinals,,,,
6.0,ATK,33,6,4,6,1,20,1,1,9,Lobby 2,Quarterfinals,,,,
7.0,CHI,27,5,8,4,2,10,1,7,2,Lobby 2,Quarterfinals,,,,
8.0,Dababy,23,18,0,7,4,3,6,12,2,Lobby 2,Quarterfinals,,,,
9.0,7Hologram,22,1,7,14,0,19,2,17,0,Lobby 2,Quarterfinals,,,,
10.0,NIBL,21,9,1,11,3,7,5,13,5,Lobby 2,Quarterfinals,,,,
11.0,ZBW,20,10,1,15,2,4,0,4,4,Lobby 2,Quarterfinals,,,,
12.0,Velocity,19,16,0,5,3,8,2,3,1,Lobby 2,Quarterfinals,,,,
13.0,letsdrinkforlove,15,13,0,9,7,14,4,18,0,Lobby 2,Quarterfinals,,,,
14.0,7200 Slaves,12,12,3,8,0,12,1,9,2,Lobby 2,Quarterfinals,,,,
15.0,WICKED,12,7,1,12,0,6,4,16,0,Lobby 2,Quarterfinals,,,,
16.0,Justthreeplayers,9,14,0,19,0,13,1,10,4,Lobby 2,Quarterfinals,,,,
17.0,Lucendi,5,15,0,13,3,18,0,19,0,Lobby 2,Quarterfinals,,,,
18.0,Abysse,4,17,0,18,1,11,2,20,0,Lobby 2,Quarterfinals,,,,
19.0,Dojo,2,20,0,17,1,17,0,11,0,Lobby 2,Quarterfinals,,,,
20.0,SinoriaL,1,19,0,20,0,16,0,15,0,Lobby 2,Quarterfinals,,,,
1.0,6bnt,55,6,0,1,13,2,11,5,3,Lobby 3,Quarterfinals,,,,
2.0,BCG,41,2,13,4,9,16,2,13,2,Lobby 3,Quarterfinals,,,,
3.0,Moanerz EU,39,7,8,3,1,1,8,19,0,Lobby 3,Quarterfinals,,,,
4.0,1872,35,1,10,7,3,18,0,7,4,Lobby 3,Quarterfinals,,,,
5.0,Steamroller,32,10,5,17,0,17,3,1,10,Lobby 3,Quarterfinals,,,,
6.0,3FR,29,4,5,14,2,12,2,4,8,Lobby 3,Quarterfinals,,,,
7.0,GetAimAssisted,28,3,3,11,2,4,7,6,0,Lobby 3,Quarterfinals,,,,
8.0,SCTA,26,9,0,5,7,10,1,8,8,Lobby 3,Quarterfinals,,,,
9.0,weeboys,20,17,0,2,7,14,0,11,2,Lobby 3,Quarterfinals,,,,
10.0,Zeta,20,5,0,19,0,11,1,2,5,Lobby 3,Quarterfinals,,,,
11.0,CG,19,16,5,18,1,5,8,17,1,Lobby 3,Quarterfinals,,,,
12.0,TOG,18,11,2,10,1,3,2,18,3,Lobby 3,Quarterfinals,,,,
13.0,Young Squad,16,13,1,6,3,20,0,3,1,Lobby 3,Quarterfinals,,,,
14.0,3P,12,14,1,9,4,8,1,14,0,Lobby 3,Quarterfinals,,,,
15.0,Arigato 4 pts,11,8,1,8,2,7,1,16,0,Lobby 3,Quarterfinals,,,,
16.0,ANTG,10,15,1,16,0,9,2,9,2,Lobby 3,Quarterfinals,,,,
17.0,OneHit,7,12,1,12,0,6,1,20,0,Lobby 3,Quarterfinals,,,,
18.0,Next Gen Esports,6,19,0,20,1,13,2,12,1,Lobby 3,Quarterfinals,,,,
19.0,Aim Assist,6,20,0,13,0,15,0,10,2,Lobby 3,Quarterfinals,,,,
20.0,NCJA,4,18,0,15,0,19,0,15,2,Lobby 3,Quarterfinals,,,,
1.0,TREX,74,4,5,3,21,4,3,1,16,Lobby 4,Quarterfinals,,,,
2.0,GOD,46,1,15,13,3,6,6,13,5,Lobby 4,Quarterfinals,,,,
3.0,Spacegliders,43,3,1,15,2,1,9,4,6,Lobby 4,Quarterfinals,,,,
4.0,CRAZYx3,38,6,0,2,6,3,11,15,1,Lobby 4,Quarterfinals,,,,
5.0,UTFT,31,11,1,1,9,8,3,12,2,Lobby 4,Quarterfinals,,,,
6.0,SPPI,31,9,1,16,0,2,3,3,9,Lobby 4,Quarterfinals,,,,
7.0,Yes,29,7,9,12,1,19,3,2,3,Lobby 4,Quarterfinals,,,,
8.0,WLS,19,12,3,9,3,11,6,18,3,Lobby 4,Quarterfinals,,,,
9.0,NoHalo,19,2,6,18,0,14,0,11,2,Lobby 4,Quarterfinals,,,,
10.0,Kissyourhomies,16,18,0,14,2,5,1,5,4,Lobby 4,Quarterfinals,,,,
11.0,bn,14,10,3,10,1,16,1,6,2,Lobby 4,Quarterfinals,,,,
12.0,ExplosionFusion,12,15,2,7,0,13,4,17,1,Lobby 4,Quarterfinals,,,,
13.0,Nuclear Apes,12,8,2,4,1,17,0,10,0,Lobby 4,Quarterfinals,,,,
14.0,60fps,11,13,2,6,3,9,0,19,0,Lobby 4,Quarterfinals,,,,
15.0,OXR,10,19,1,17,3,7,1,8,0,Lobby 4,Quarterfinals,,,,
16.0,Oui,10,16,0,11,0,10,4,7,0,Lobby 4,Quarterfinals,,,,
17.0,THE GHOST KILLER,10,14,0,5,0,15,1,14,2,Lobby 4,Quarterfinals,,,,
18.0,SVR,8,5,4,19,0,18,0,16,0,Lobby 4,Quarterfinals,,,,
19.0,Lunar,7,17,0,8,0,12,0,9,2,Lobby 4,Quarterfinals,,,,
20.0,ThatsNotaBoulder,0,20,0,20,0,20,0,20,0,Lobby 4,Quarterfinals,,,,
