Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,VS,63,3,5,1,9,10,4,1,12,Lobby 1
2.0,RDNS,43,4,4,3,8,2,8,8,0,Lobby 1
3.0,LLGS,40,6,4,5,4,5,4,2,8,Lobby 1
4.0,NVS,37,14,0,2,3,1,8,11,3,Lobby 1
5.0,ICHC,36,1,9,6,6,8,1,7,0,Lobby 1
6.0,OP,33,5,3,10,3,9,4,4,10,Lobby 1
7.0,MIYAM,28,2,6,14,0,12,5,5,2,Lobby 1
8.0,REVO,24,10,2,7,5,3,4,14,0,Lobby 1
9.0,TU,18,9,1,15,0,6,2,3,2,Lobby 1
10.0,KZG,13,8,2,4,2,11,0,15,0,Lobby 1
11.0,Trinity,12,15,0,9,1,4,0,6,0,Lobby 1
12.0,OC,11,12,2,13,2,14,0,9,2,Lobby 1
13.0,EVL Curse,10,7,1,12,1,7,0,13,0,Lobby 1
14.0,TVN,8,13,0,8,0,13,0,10,2,Lobby 1
15.0,TMB,5,11,1,11,0,15,0,12,0,Lobby 1
1.0,N1A,54,1,12,5,3,6,7,3,6,Lobby 2
2.0,JDT,50,2,1,1,6,2,5,6,5,Lobby 2
3.0,DON,45,7,1,6,3,1,6,1,5,Lobby 2
4.0,DSG,37,11,3,3,12,11,5,10,6,Lobby 2
5.0,Oasis,28,4,5,12,2,12,0,2,5,Lobby 2
6.0,NAT,26,3,8,13,0,4,1,5,0,Lobby 2
7.0,EGJP,22,10,1,2,7,9,0,14,0,Lobby 2
8.0,VEX,20,8,3,11,1,5,2,4,2,Lobby 2
9.0,ETOLS,20,14,0,4,2,3,3,9,0,Lobby 2
10.0,HGC,16,6,0,14,0,10,1,7,6,Lobby 2
11.0,EM,15,12,0,8,2,7,3,12,3,Lobby 2
12.0,BMY,14,5,3,10,3,14,0,13,0,Lobby 2
13.0,IGG,10,9,0,9,0,8,3,11,0,Lobby 2
14.0,HET,8,13,0,7,1,13,0,8,0,Lobby 2
1.0,O2,50,13,0,1,8,2,3,2,8,Lobby 3
2.0,CRW,47,1,12,3,5,14,0,6,7,Lobby 3
3.0,FAFAFA,42,4,6,9,0,1,16,15,0,Lobby 3
4.0,SYTH,40,11,1,2,11,5,0,5,10,Lobby 3
5.0,2ND,31,5,4,5,0,6,0,1,4,Lobby 3
6.0,AXIZ,29,7,3,4,2,3,4,10,3,Lobby 3
7.0,NES,25,6,8,7,4,13,3,11,2,Lobby 3
8.0,BLV,25,3,3,6,0,4,4,8,1,Lobby 3
9.0,ALJ,23,2,5,12,3,15,0,7,1,Lobby 3
10.0,Zenith,20,15,0,10,3,9,7,12,4,Lobby 3
11.0,BeastMode,18,14,0,8,2,11,3,3,2,Lobby 3
12.0,EVA:E,11,10,1,13,0,7,3,13,0,Lobby 3
13.0,TXG,11,8,0,14,1,10,0,4,0,Lobby 3
14.0,DELL,7,9,0,15,0,8,1,14,0,Lobby 3
15.0,WW,5,12,0,11,0,12,0,9,0,Lobby 3
1.0,KWZ,63,10,6,1,6,9,7,1,16,Lobby 4
2.0,STY,57,1,10,2,14,6,4,10,3,Lobby 4
3.0,LFTSF,33,9,2,8,0,1,14,13,0,Lobby 4
4.0,NEMO,32,6,0,4,0,2,3,2,3,Lobby 4
5.0,NT,31,8,3,5,4,3,2,3,2,Lobby 4
6.0,VMJ,30,3,8,9,6,12,0,11,5,Lobby 4
7.0,GEMI,30,2,5,7,3,13,0,5,5,Lobby 4
8.0,Streamer,24,5,1,3,1,7,2,4,1,Lobby 4
9.0,N2H,21,12,0,6,6,5,6,12,0,Lobby 4
10.0,AGND,15,7,1,11,0,4,1,7,1,Lobby 4
11.0,NoK,14,4,3,13,0,11,0,8,2,Lobby 4
12.0,VEOX,8,11,0,14,1,8,0,6,0,Lobby 4
13.0,ALT,7,14,0,10,1,14,0,9,0,Lobby 4
14.0,UGS,5,13,0,12,0,10,0,14,0,Lobby 4
