Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,GOB-ARH,59,45,1616,151,0,111,11,112,2323,Lobby 1
2.0,MXT,49,29,44,63,66,29,99,54,55,Lobby 1
3.0,DESI,43,63,0,29,66,112,99,82,22,Lobby 1
4.0,BTCxWGG,33,141,0,112,1515,92,0,92,11,Lobby 1
5.0,Antiaa,32,37,88,102,33,63,33,73,33,Lobby 1
6.0,SLK,31,131,11,37,33,37,1212,200,0,Lobby 1
7.0,RNG,23,73,22,73,0,102,33,29,11,Lobby 1
8.0,OGL,22,121,0,54,44,82,22,37,22,Lobby 1
9.0,DREAM,21,82,44,82,66,54,22,141,0,Lobby 1
10.0,GOD OF DREAM,20,112,55,121,0,151,0,131,0,Lobby 1
11.0,Ryz.SEA,13,151,0,131,0,73,11,45,22,Lobby 1
12.0,LightSaber,11,102,0,92,0,45,0,102,0,Lobby 1
13.0,Cookies,8,92,0,141,0,141,0,63,11,Lobby 1
14.0,never too late,8,111,0,45,0,121,0,121,0,Lobby 1
15.0,Freedom,7,54,0,111,0,131,0,111,0,Lobby 1
1.0,Multicultural,53,92,0,37,44,112,99,29,1010,Lobby 2
2.0,BOG,47,112,88,112,66,111,11,45,22,Lobby 2
3.0,SkarptSinne,33,29,33,29,66,102,0,73,11,Lobby 2
4.0,R.Harmony,31,37,77,82,22,63,22,102,66,Lobby 2
5.0,LH,27,45,55,102,0,121,11,37,66,Lobby 2
6.0,Hardstucks,27,54,33,151,0,29,66,92,22,Lobby 2
7.0,HpyRogKut,27,63,11,73,22,141,0,112,55,Lobby 2
8.0,Soosmar slayer,26,111,0,54,33,45,66,63,44,Lobby 2
9.0,Bit of Trolling,25,131,11,45,66,54,11,54,33,Lobby 2
10.0,DNT,22,102,11,92,11,37,77,82,0,Lobby 2
11.0,AU Skyrise,21,121,44,131,44,92,88,151,0,Lobby 2
12.0,LNW,14,141,33,141,0,73,22,111,33,Lobby 2
13.0,DEK,7,151,0,121,22,82,0,121,0,Lobby 2
14.0,Speed,7,82,0,63,0,151,0,131,0,Lobby 2
15.0,Lags Fault,6,73,0,111,0,131,0,141,0,Lobby 2
16.0,FlowInGame,0,200,0,200,0,200,0,200,0,Lobby 2
1.0,姐妹花,63,63,44,29,11,112,1111,112,1111,Lobby 3
2.0,Systematic,41,29,33,37,77,73,22,37,33,Lobby 3
3.0,Just Send It,40,54,55,112,55,29,11,63,11,Lobby 3
4.0,EMM,39,92,22,82,44,37,33,29,1010,Lobby 3
5.0,CKB,32,37,77,63,55,111,22,82,55,Lobby 3
6.0,Inferno DRT,32,112,55,54,66,82,0,111,22,Lobby 3
7.0,Sigma Gamers,24,121,55,131,33,54,66,73,11,Lobby 3
8.0,LAG,24,73,11,73,44,45,44,54,0,Lobby 3
9.0,EVOLUTION BLACK,17,45,55,102,22,131,0,141,11,Lobby 3
10.0,SLA,11,82,22,141,11,92,22,131,0,Lobby 3
11.0,Psychic assassin,11,151,0,45,0,63,0,121,11,Lobby 3
12.0,OC,10,141,0,111,0,121,0,45,22,Lobby 3
13.0,South Cartel,7,111,0,121,0,200,0,102,33,Lobby 3
14.0,X SPLITS,7,131,11,151,0,102,0,92,0,Lobby 3
15.0,C00kedGamingClan,6,102,0,92,0,141,0,151,0,Lobby 3
1.0,MDY.W,79,112,99,112,1111,45,1010,112,88,Lobby 4
2.0,IFPD,56,37,1515,45,55,112,99,73,0,Lobby 4
3.0,END,50,92,0,54,88,37,1111,29,99,Lobby 4
4.0,Lowkey,37,121,33,37,33,29,88,92,44,Lobby 4
5.0,Juiced,32,45,22,111,44,82,22,37,99,Lobby 4
6.0,DYN,28,29,44,63,11,73,0,54,44,Lobby 4
7.0,NANYANG,25,102,33,29,55,54,11,121,0,Lobby 4
8.0,EVO.Supreme,16,82,33,102,44,111,0,111,33,Lobby 4
9.0,4ChineseHorseman,15,73,11,82,22,102,0,63,22,Lobby 4
10.0,Ga Rok Bin,11,141,0,160,0,160,11,45,44,Lobby 4
11.0,LVTHN,11,54,0,121,11,92,22,141,0,Lobby 4
12.0,Quentiam,9,151,0,92,0,131,11,82,22,Lobby 4
13.0,Chima,9,63,11,141,0,63,0,131,0,Lobby 4
14.0,KEKW,8,131,11,73,0,121,0,102,0,Lobby 4
15.0,Wonders Esports,4,111,0,131,0,141,11,160,0,Lobby 4
16.0,NamTomGang,3,160,0,151,0,151,0,151,0,Lobby 4
