Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,LFT BKGK,62,6,5,12,0,6,4,1,11,5,6,3,6
2.0,Lunatics,58,5,8,2,7,4,4,3,3,3,4,16,0
3.0,Marine,53,11,5,7,5,8,3,6,0,1,13,4,1
4.0,TW,50,1,7,5,2,7,3,12,4,15,5,7,5
5.0,FC Destroy,46,13,0,4,6,5,7,10,2,7,9,12,6
6.0,HIT,46,7,4,1,5,1,5,18,0,11,0,15,3
7.0,Black,44,18,0,3,11,14,0,20,0,2,1,1,3
8.0,goo choki paa,36,19,0,13,0,3,12,5,5,19,0,11,6
9.0,Joel Mark,35,14,5,15,3,2,5,14,0,14,3,10,4
10.0,BlackGorillaN,32,2,8,14,1,20,0,17,0,6,3,5,3
11.0,Atum,32,20,0,19,0,16,3,2,8,13,0,2,2
12.0,RuinZ,30,16,3,10,7,9,2,9,5,4,1,14,0
13.0,LapiLegends,23,3,3,6,2,11,3,19,0,16,0,6,1
14.0,Fujii Gaming,22,10,1,20,0,10,2,16,2,10,2,9,7
15.0,Crest,22,15,1,11,2,15,0,4,3,18,2,8,4
16.0,SYTH,17,17,0,9,1,18,0,8,10,8,0,19,0
17.0,NrTv.Vs,17,4,3,18,0,12,2,13,0,9,3,20,0
18.0,Welfare,9,12,1,8,2,17,0,15,0,12,0,13,0
19.0,EB,7,9,1,16,0,13,0,7,0,20,0,18,0
20.0,KIBIINA-NO-OUCHI,6,8,1,17,0,19,0,11,0,17,0,17,2
