Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,TSS,90,1,17,19,1,1,7,1,10,11,0,1,6,Lobby 1
2.0,Never Lucky,55,7,1,2,7,5,1,2,4,9,5,10,8,Lobby 1
3.0,NBL,53,3,4,6,1,17,0,6,5,1,14,7,1,Lobby 1
4.0,BP,52,9,4,4,8,6,6,3,7,13,2,6,4,Lobby 1
5.0,CLX,45,10,5,3,8,15,3,9,9,12,6,13,0,Lobby 1
6.0,FNG NEW ERA,42,17,3,1,8,10,6,15,0,18,0,5,6,Lobby 1
7.0,CC,39,14,0,9,3,12,0,12,4,14,3,2,14,Lobby 1
8.0,LF,38,2,5,7,1,20,0,14,2,2,6,15,1,Lobby 1
9.0,DUMPERS,37,20,0,17,6,3,17,10,0,8,2,12,0,Lobby 1
10.0,BW,34,5,7,18,0,4,5,16,0,3,6,19,0,Lobby 1
11.0,EST,31,4,3,14,7,19,1,11,3,4,5,16,0,Lobby 1
12.0,Onyx,30,11,2,10,4,11,0,5,5,15,2,4,3,Lobby 1
13.0,2B1C,25,8,1,11,1,2,2,18,0,6,5,11,0,Lobby 1
14.0,SDO,23,18,0,13,0,16,0,17,0,7,2,3,10,Lobby 1
15.0,SLS,18,16,0,12,1,9,1,8,4,17,0,9,5,Lobby 1
16.0,Sea Of Thieves,18,15,0,5,4,7,2,19,0,5,0,20,0,Lobby 1
17.0,GNR,14,19,0,15,3,13,3,4,1,16,0,17,0,Lobby 1
18.0,RAWR,14,6,2,8,0,18,0,7,3,19,0,14,0,Lobby 1
19.0,Spooky Scary,13,13,3,20,0,14,0,13,0,10,0,8,3,Lobby 1
20.0,SickerThanYoAvg,8,12,0,16,1,8,4,20,0,20,0,18,0,Lobby 1
1.0,BAD,76,1,10,5,4,4,5,4,5,7,4,1,7,Lobby 2
2.0,SUP,66,14,0,9,2,1,8,6,6,1,13,4,2,Lobby 2
3.0,SXG,65,15,8,8,10,2,10,1,11,13,0,15,0,Lobby 2
4.0,SMP,55,11,0,7,2,3,6,9,2,3,6,3,12,Lobby 2
5.0,SHEESH,53,2,3,2,6,5,7,16,1,9,8,13,3,Lobby 2
6.0,RT,40,4,5,4,5,6,0,12,0,2,6,12,0,Lobby 2
7.0,O TAMA,38,5,7,13,1,10,2,7,2,15,3,2,3,Lobby 2
8.0,JOYBOYS,38,13,0,1,9,14,0,10,2,4,2,5,0,Lobby 2
9.0,CPR Certified,36,10,0,3,3,15,0,5,6,5,3,6,3,Lobby 2
10.0,MOAN,32,6,1,6,5,11,0,2,5,8,1,8,0,Lobby 2
11.0,WASH,29,20,0,14,6,19,4,18,1,14,0,7,13,Lobby 2
12.0,AM,28,16,1,16,0,9,1,3,5,12,5,10,4,Lobby 2
13.0,LM,26,3,3,12,0,13,6,14,3,11,0,11,2,Lobby 2
14.0,pub stars,20,12,5,18,4,17,2,15,2,18,0,9,3,Lobby 2
15.0,Young Prodigies,18,7,7,19,0,20,1,11,2,20,0,14,3,Lobby 2
16.0,LVG,15,19,0,15,0,8,4,13,2,6,2,19,0,Lobby 2
17.0,Wonderboys,11,9,2,10,2,12,0,19,0,10,0,16,0,Lobby 2
18.0,LKM,11,8,3,11,0,7,0,8,0,16,0,17,0,Lobby 2
19.0,Inevitable Gaming,4,17,0,20,0,18,0,20,0,17,4,18,0,Lobby 2
20.0,BQB,3,18,0,17,2,16,1,17,0,19,0,20,0,Lobby 2
