Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
1.0,DNZY,59,9,6,15,0,2,14,1,15,Lobby 1,Quarterfinals,,,,
2.0,JKs,52,5,4,2,13,3,8,12,6,Lobby 1,Quarterfinals,,,,
3.0,AmK,41,7,3,4,4,1,10,13,3,Lobby 1,Quarterfinals,,,,
4.0,Soosmar slayer,39,3,3,8,9,17,0,2,9,Lobby 1,Quarterfinals,,,,
5.0,WARTX,38,2,2,1,7,5,1,6,0,Lobby 1,Quarterfinals,,,,
6.0,BLANK,29,1,11,17,0,6,3,16,0,Lobby 1,Quarterfinals,,,,
7.0,HAN,28,16,0,3,7,4,7,15,1,Lobby 1,Quarterfinals,,,,
8.0,LIGJR,24,6,7,14,3,8,3,4,0,Lobby 1,Quarterfinals,,,,
9.0,END,23,8,0,5,3,19,0,3,7,Lobby 1,Quarterfinals,,,,
10.0,HypC,14,11,2,13,0,15,3,8,4,Lobby 1,Quarterfinals,,,,
11.0,GOD OF DREAM,14,4,5,6,1,16,0,17,0,Lobby 1,Quarterfinals,,,,
12.0,Deng,13,13,0,7,0,11,0,5,4,Lobby 1,Quarterfinals,,,,
13.0,HEIR,11,10,1,10,2,14,0,14,2,Lobby 1,Quarterfinals,,,,
14.0,SLA,9,15,0,9,1,7,0,9,0,Lobby 1,Quarterfinals,,,,
15.0,Quentiam,8,19,0,18,0,12,4,7,0,Lobby 1,Quarterfinals,,,,
16.0,MASQ,6,17,4,16,0,18,0,10,0,Lobby 1,Quarterfinals,,,,
17.0,INEL,4,12,0,12,0,13,0,18,1,Lobby 1,Quarterfinals,,,,
18.0,jpeg,4,18,0,11,1,9,0,19,0,Lobby 1,Quarterfinals,,,,
19.0,REIGN,4,14,0,19,0,10,0,11,0,Lobby 1,Quarterfinals,,,,
1.0,CR4KD,53,15,3,1,10,1,10,9,3,Lobby 2,Quarterfinals,,,,
2.0,CHILL,51,12,0,4,6,5,6,1,17,Lobby 2,Quarterfinals,,,,
3.0,SXT,42,5,5,2,9,9,2,4,6,Lobby 2,Quarterfinals,,,,
4.0,DRG,40,4,4,5,0,4,6,2,7,Lobby 2,Quarterfinals,,,,
5.0,ASC,39,6,8,15,2,2,10,7,3,Lobby 2,Quarterfinals,,,,
6.0,MXT,35,16,1,7,14,14,4,3,5,Lobby 2,Quarterfinals,,,,
7.0,Lowkey,32,1,11,6,6,16,0,18,0,Lobby 2,Quarterfinals,,,,
8.0,NoC,22,2,4,9,0,7,0,11,3,Lobby 2,Quarterfinals,,,,
9.0,EMDA,21,3,3,8,2,6,3,12,0,Lobby 2,Quarterfinals,,,,
10.0,COHA,17,9,2,16,0,3,4,13,1,Lobby 2,Quarterfinals,,,,
11.0,SOT,14,8,0,11,0,8,5,6,1,Lobby 2,Quarterfinals,,,,
12.0,Baj,13,7,3,10,1,18,0,5,0,Lobby 2,Quarterfinals,,,,
13.0,MPEX,13,10,2,3,1,15,0,16,0,Lobby 2,Quarterfinals,,,,
14.0,MAF,9,18,0,12,0,12,2,8,3,Lobby 2,Quarterfinals,,,,
15.0,tasi,6,17,0,13,0,13,0,10,2,Lobby 2,Quarterfinals,,,,
16.0,Unknown,5,13,3,17,0,17,0,14,0,Lobby 2,Quarterfinals,,,,
17.0,VRG,5,14,1,18,0,10,0,15,0,Lobby 2,Quarterfinals,,,,
18.0,Kardinals,4,11,0,14,0,11,1,17,0,Lobby 2,Quarterfinals,,,,
1.0,AVG,69,10,3,1,19,1,14,12,6,Lobby 3,Quarterfinals,,,,
2.0,AIC WIBU,63,1,17,3,8,2,5,11,4,Lobby 3,Quarterfinals,,,,
3.0,MWB,43,3,7,2,4,8,4,4,5,Lobby 3,Quarterfinals,,,,
4.0,okok,38,2,7,7,0,7,2,2,5,Lobby 3,Quarterfinals,,,,
5.0,HAKA,33,16,0,6,5,16,0,1,13,Lobby 3,Quarterfinals,,,,
6.0,Sanity,29,4,1,5,3,6,4,3,2,Lobby 3,Quarterfinals,,,,
7.0,OGL,28,7,1,9,3,5,9,7,3,Lobby 3,Quarterfinals,,,,
8.0,INX,23,5,4,16,3,3,3,9,0,Lobby 3,Quarterfinals,,,,
9.0,NOPLAY2,19,13,3,8,5,4,1,10,0,Lobby 3,Quarterfinals,,,,
10.0,iON,17,9,0,4,0,14,2,6,4,Lobby 3,Quarterfinals,,,,
11.0,Systematic,14,8,4,17,0,15,2,8,3,Lobby 3,Quarterfinals,,,,
12.0,BIGG,11,17,0,12,0,11,2,5,3,Lobby 3,Quarterfinals,,,,
13.0,MEIDO,10,6,1,10,1,10,0,17,1,Lobby 3,Quarterfinals,,,,
14.0,Prey,6,14,0,13,0,18,0,12,3,Lobby 3,Quarterfinals,,,,
15.0,heLL,4,18,0,11,0,13,0,14,1,Lobby 3,Quarterfinals,,,,
16.0,LVTHN,4,12,0,15,1,12,0,16,0,Lobby 3,Quarterfinals,,,,
17.0,KINDOG,3,15,0,18,0,9,0,18,0,Lobby 3,Quarterfinals,,,,
18.0,S2N,3,11,0,14,0,17,0,15,0,Lobby 3,Quarterfinals,,,,
1.0,姐妹花,74,5,12,4,5,1,13,1,11,Lobby 4,Quarterfinals,,,,
2.0,END2,55,6,4,1,12,8,19,16,3,Lobby 4,Quarterfinals,,,,
3.0,September,45,1,7,12,2,13,0,2,13,Lobby 4,Quarterfinals,,,,
4.0,JET,29,2,4,16,4,12,3,9,6,Lobby 4,Quarterfinals,,,,
5.0,iONR,29,3,7,6,5,10,0,14,4,Lobby 4,Quarterfinals,,,,
6.0,Horizon,24,12,3,17,0,7,4,3,6,Lobby 4,Quarterfinals,,,,
7.0,Incarnate,24,4,2,8,1,3,5,12,1,Lobby 4,Quarterfinals,,,,
8.0,Chonky Bees,22,13,0,2,7,11,0,5,0,Lobby 4,Quarterfinals,,,,
9.0,Phantom,21,9,2,3,2,4,0,7,0,Lobby 4,Quarterfinals,,,,
10.0,ZeroTwo,18,17,3,11,4,18,0,4,5,Lobby 4,Quarterfinals,,,,
11.0,Team Sidai,13,10,1,10,1,5,1,8,0,Lobby 4,Quarterfinals,,,,
12.0,dycalz,13,16,0,13,0,2,2,13,0,Lobby 4,Quarterfinals,,,,
13.0,gib reps,12,14,0,7,4,9,1,15,0,Lobby 4,Quarterfinals,,,,
14.0,Behr,11,7,0,14,3,6,1,18,0,Lobby 4,Quarterfinals,,,,
15.0,Monkey Predator,7,8,1,15,0,16,0,6,0,Lobby 4,Quarterfinals,,,,
16.0,oWLbEAR,6,18,0,5,0,17,0,10,0,Lobby 4,Quarterfinals,,,,
17.0,Speed,4,15,0,9,0,15,0,17,0,Lobby 4,Quarterfinals,,,,
18.0,WEEEEEJ,3,11,0,18,0,14,0,11,0,Lobby 4,Quarterfinals,,,,
1.0,DNZY,108,1,10,9,9,9,5,5,10,Lobby 1,Semifinals,2.0,18.0,1.0,15.0
2.0,JKs,90,8,4,1,11,7,6,3,11,Lobby 1,Semifinals,1.0,13.0,4.0,4.0
3.0,MXT,53,18,6,10,7,15,4,14,5,Lobby 1,Semifinals,3.0,9.0,6.0,8.0
4.0,CR4KD,43,11,2,13,0,1,7,2,5,Lobby 1,Semifinals,19.0,0.0,8.0,4.0
5.0,CHILL,40,4,12,16,3,4,4,16,0,Lobby 1,Semifinals,11.0,2.0,7.0,5.0
6.0,WARTX,40,9,4,7,1,5,0,1,11,Lobby 1,Semifinals,13.0,1.0,11.0,0.0
7.0,DRG,40,16,2,2,3,8,0,8,4,Lobby 1,Semifinals,10.0,4.0,2.0,3.0
8.0,Lowkey,36,2,11,19,0,19,0,7,3,Lobby 1,Semifinals,5.0,6.0,19.0,0.0
9.0,AmK,31,20,0,4,4,2,4,9,1,Lobby 1,Semifinals,6.0,2.0,12.0,0.0
10.0,SXT,26,3,2,15,0,13,1,19,3,Lobby 1,Semifinals,20.0,0.0,3.0,4.0
11.0,Soosmar slayer,26,5,0,5,3,6,1,6,3,Lobby 1,Semifinals,15.0,0.0,13.0,3.0
12.0,BLANK,25,7,1,3,4,17,3,10,1,Lobby 1,Semifinals,17.0,1.0,16.0,3.0
13.0,ASC,23,17,0,17,1,12,4,17,0,Lobby 1,Semifinals,4.0,1.0,5.0,7.0
14.0,END,22,13,0,6,1,3,6,12,0,Lobby 1,Semifinals,14.0,0.0,10.0,0.0
15.0,EMDA,15,6,2,8,3,10,2,11,0,Lobby 1,Semifinals,16.0,0.0,20.0,0.0
16.0,LIGJR,14,10,0,11,0,16,3,4,1,Lobby 1,Semifinals,9.0,0.0,17.0,0.0
17.0,HAN,9,12,0,14,3,11,2,18,0,Lobby 1,Semifinals,18.0,0.0,15.0,0.0
18.0,GOD OF DREAM,9,14,0,18,3,14,0,15,0,Lobby 1,Semifinals,12.0,0.0,9.0,0.0
19.0,NoC,7,19,0,20,0,20,0,13,0,Lobby 1,Semifinals,7.0,2.0,14.0,0.0
20.0,COHA,6,15,0,12,0,18,2,20,0,Lobby 1,Semifinals,8.0,0.0,18.0,0.0
1.0,AVG,85,9,4,4,13,1,16,12,9,Lobby 2,Semifinals,1.0,10.0,11.0,0.0
2.0,HAKA,74,3,2,3,14,7,0,2,12,Lobby 2,Semifinals,2.0,8.0,8.0,1.0
3.0,JET,62,7,6,1,10,9,0,1,7,Lobby 2,Semifinals,9.0,1.0,5.0,3.0
4.0,NOPLAY2,48,1,11,6,2,12,2,15,3,Lobby 2,Semifinals,6.0,3.0,9.0,5.0
5.0,姐妹花,44,6,4,11,2,4,4,19,0,Lobby 2,Semifinals,12.0,4.0,1.0,8.0
6.0,Phantom,43,17,0,2,3,3,5,4,1,Lobby 2,Semifinals,17.0,0.0,4.0,8.0
7.0,END2,42,5,6,16,0,11,5,5,12,Lobby 2,Semifinals,11.0,5.0,10.0,2.0
8.0,Chonky Bees,33,12,0,7,4,14,0,10,6,Lobby 2,Semifinals,4.0,4.0,15.0,6.0
9.0,Horizon,31,10,6,15,4,6,3,14,0,Lobby 2,Semifinals,8.0,9.0,17.0,0.0
10.0,AIC WIBU,29,14,2,12,0,16,0,17,0,Lobby 2,Semifinals,5.0,4.0,2.0,8.0
11.0,iONR,29,19,0,17,0,8,3,11,0,Lobby 2,Semifinals,3.0,6.0,3.0,3.0
12.0,OGL,28,4,4,5,1,15,0,8,3,Lobby 2,Semifinals,15.0,0.0,6.0,4.0
13.0,okok,24,16,0,10,3,2,3,6,2,Lobby 2,Semifinals,14.0,0.0,13.0,0.0
14.0,ZeroTwo,23,11,0,14,0,5,8,7,1,Lobby 2,Semifinals,20.0,1.0,12.0,3.0
15.0,INX,21,2,7,18,0,10,3,16,0,Lobby 2,Semifinals,16.0,0.0,19.0,0.0
16.0,Sanity,17,15,0,13,0,20,0,3,2,Lobby 2,Semifinals,7.0,3.0,20.0,0.0
17.0,September,15,18,0,19,0,13,3,9,0,Lobby 2,Semifinals,18.0,0.0,7.0,6.0
18.0,MWB,15,8,4,9,2,18,2,18,0,Lobby 2,Semifinals,10.0,0.0,14.0,0.0
19.0,iON,5,20,0,8,0,19,1,13,1,Lobby 2,Semifinals,19.0,0.0,18.0,0.0
20.0,Incarnate,2,13,0,20,0,17,0,20,0,Lobby 2,Semifinals,13.0,0.0,16.0,0.0
1.0,AVG,99,4,4,1,16,13,4,3,9,Lobby 1,Finals,4.0,11.0,2.0,16.0
2.0,DNZY,57,1,16,8,5,17,3,10,7,Lobby 1,Finals,3.0,3.0,20.0,0.0
3.0,CHILL,53,20,0,13,0,16,0,1,5,Lobby 1,Finals,5.0,4.0,1.0,15.0
4.0,Horizon,47,2,9,11,2,8,2,7,0,Lobby 1,Finals,2.0,6.0,15.0,3.0
5.0,AIC WIBU,44,9,4,2,3,14,3,2,8,Lobby 1,Finals,11.0,0.0,5.0,0.0
6.0,JET,44,8,4,4,5,18,0,14,1,Lobby 1,Finals,1.0,6.0,3.0,1.0
7.0,JKs,41,11,3,9,3,3,7,11,1,Lobby 1,Finals,10.0,4.0,8.0,8.0
8.0,姐妹花,38,17,0,19,0,1,8,4,2,Lobby 1,Finals,9.0,3.0,10.0,4.0
9.0,HAKA,35,5,3,10,3,5,5,8,2,Lobby 1,Finals,8.0,8.0,18.0,0.0
10.0,Chonky Bees,29,16,2,3,2,7,4,6,4,Lobby 1,Finals,6.0,0.0,12.0,0.0
11.0,CR4KD,26,10,3,12,0,6,9,9,1,Lobby 1,Finals,14.0,3.0,13.0,0.0
12.0,AmK,25,13,1,5,8,2,2,19,0,Lobby 1,Finals,16.0,0.0,17.0,0.0
13.0,Phantom,24,3,2,14,0,12,0,5,4,Lobby 1,Finals,19.0,0.0,6.0,2.0
14.0,END2,20,14,4,18,1,19,0,17,5,Lobby 1,Finals,17.0,4.0,14.0,4.0
15.0,DRG,19,7,0,17,0,4,2,12,1,Lobby 1,Finals,12.0,0.0,4.0,1.0
16.0,WARTX,17,18,0,6,0,9,2,15,0,Lobby 1,Finals,18.0,0.0,7.0,6.0
17.0,MXT,16,19,2,7,6,10,3,20,0,Lobby 1,Finals,20.0,0.0,19.0,0.0
18.0,Lowkey,13,6,0,16,1,15,1,13,3,Lobby 1,Finals,13.0,1.0,11.0,0.0
19.0,SXT,12,12,0,20,0,20,0,18,2,Lobby 1,Finals,7.0,4.0,9.0,0.0
20.0,NOPLAY2,11,15,1,15,3,11,1,16,0,Lobby 1,Finals,15.0,2.0,16.0,0.0
