Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
10.0,Let Em Know,12,4,0,13,0,9,0,5,0,Lobby 3
11.0,JEAGERS,8,6,0,7,0,13,0,14,0,Lobby 3
12.0,Simpfor2Dgirls,6,11,0,15,0,6,0,15,0,Lobby 3
13.0,capN esports,5,12,0,8,0,11,0,12,0,Lobby 3
14.0,Deathbox Dealers,4,12,0,14,0,10,0,0,0,Lobby 3
15.0,W-GANG,4,14,0,12,0,12,0,11,0,Lobby 3
1.0,UNL,86,8,1,1,18,1,23,3,11,Lobby 4
2.0,Impulsive Gaming,50,3,7,2,6,3,1,4,8,Lobby 4
3.0,DoubleD'sAndNick,43,7,1,6,5,2,3,1,7,Lobby 4
4.0,OrgSignUs,33,2,18,14,0,7,0,13,1,Lobby 4
5.0,The Pickups,31,1,4,3,1,9,1,10,2,Lobby 4
6.0,Defiance,23,10,2,4,2,5,0,5,4,Lobby 4
7.0,Crew 686,19,5,1,13,0,8,7,11,3,Lobby 4
8.0,VermilionKnights,19,6,5,5,0,11,4,12,1,Lobby 4
9.0,Tooshbags,17,4,0,11,0,10,0,2,0,Lobby 4
10.0,EXOTICK,15,9,0,10,4,14,0,7,3,Lobby 4
11.0,STORM,10,13,0,12,2,6,0,6,0,Lobby 4
12.0,CLUB MSRY,10,14,0,7,0,4,0,14,0,Lobby 4
13.0,Hardstuck10k,6,12,0,8,0,12,0,8,0,Lobby 4
14.0,WiFi Boyz,6,11,0,9,0,13,0,9,0,Lobby 4
15.0,Seer Team 6,0,0,0,0,0,0,0,0,0,Lobby 4
1.0,DNAnuals,50,1,4,1,16,12,3,9,0,Lobby 5
2.0,NEAN,46,8,7,9,6,9,4,2,14,Lobby 5
3.0,Spooky Scary,46,6,11,13,0,6,1,1,15,Lobby 5
4.0,Gods Plan Gaming,36,9,2,2,5,5,6,3,1,Lobby 5
5.0,Mike wazoski,34,10,0,3,4,1,8,14,0,Lobby 5
6.0,Raised By Wolves,28,4,5,7,4,4,3,6,0,Lobby 5
7.0,The Dreamers,28,2,1,12,0,2,5,7,0,Lobby 5
8.0,Hunter Legends,26,5,5,8,0,3,1,5,3,Lobby 5
9.0,DarkRoyalNation,21,3,2,11,0,8,3,4,1,Lobby 5
10.0,6ide,16,12,0,5,2,7,3,10,1,Lobby 5
11.0,Therealmoxys,12,7,0,4,1,14,0,8,0,Lobby 5
12.0,Foo's Gone W1ld,9,13,0,10,0,10,0,13,3,Lobby 5
13.0,Ignition Team,6,11,0,6,0,11,0,12,0,Lobby 5
14.0,Hardstuck Plat,4,14,0,14,0,13,0,11,0,Lobby 5
15.0,Koatl esports,0,0,0,0,0,0,0,0,0,Lobby 5
1.0,2B1C,67,1,19,13,0,12,0,1,22,Lobby 6
2.0,USAE,45,10,0,1,12,2,8,9,0,Lobby 6
3.0,LacklusterTalent,36,2,4,10,2,1,6,12,0,Lobby 6
4.0,Hi,32,3,1,5,7,6,5,10,3,Lobby 6
5.0,UwU Crew,32,6,0,3,9,10,4,3,0,Lobby 6
6.0,GearsKidsonApex,25,4,6,12,2,4,5,14,0,Lobby 6
7.0,GNR,23,15,0,6,0,5,4,6,8,Lobby 6
8.0,BLitLd Revengers,23,9,0,2,6,13,0,4,0,Lobby 6
9.0,Kapatillos,21,11,2,9,1,8,0,2,4,Lobby 6
10.0,Minus RP,18,7,3,7,0,7,3,7,0,Lobby 6
11.0,Aim Botz,13,8,3,4,0,9,0,13,0,Lobby 6
12.0,Chowan Esports,12,5,2,14,0,11,0,5,0,Lobby 6
13.0,LCU Esports,12,12,0,11,0,3,2,11,0,Lobby 6
14.0,Anfield,8,13,0,8,0,14,0,8,2,Lobby 6
15.0,Firebirds,1,14,0,0,0,0,0,0,0,Lobby 6
1.0,LMX,68,5,1,1,8,1,12,1,7,Lobby 7
2.0,MoJo,60,1,19,10,1,5,5,3,10,Lobby 7
3.0,Team Not Signed,42,3,9,2,9,6,1,5,0,Lobby 7
4.0,DPRK,40,2,4,5,4,9,5,6,9,Lobby 7
5.0,quest gaming,25,7,0,4,4,2,1,9,1,Lobby 7
6.0,Team Supr3me,24,4,0,3,4,4,1,8,0,Lobby 7
7.0,DaBabyGaming,23,9,0,6,3,3,6,13,1,Lobby 7
8.0,Shift Workers,15,6,0,9,0,10,0,4,3,Lobby 7
9.0,Stars Raws,14,10,0,8,0,0,0,2,1,Lobby 7
10.0,Nessie and Peeps,8,13,0,12,0,8,0,12,3,Lobby 7
11.0,hts,8,12,0,7,0,11,0,7,0,Lobby 7
12.0,INTPs,6,8,0,11,1,12,0,11,0,Lobby 7
13.0,Kill Syn Media,6,11,0,0,0,7,0,10,0,Lobby 7
14.0,KThrewLife,0,0,0,0,0,0,0,0,0,Lobby 7
15.0,UBC Blue,0,0,0,0,0,0,0,0,0,Lobby 7
1.0,AST,60,12,4,11,5,1,11,1,14,Lobby 8
2.0,UNDD,47,4,4,1,10,4,9,13,1,Lobby 8
3.0,Never Lucky,45,1,16,10,3,10,1,5,5,Lobby 8
4.0,BBJ,34,6,7,3,5,12,1,6,7,Lobby 8
5.0,Zero Creativity,34,5,3,7,3,2,9,11,2,Lobby 8
6.0,BarnYard Bandits,25,11,3,8,3,6,4,4,4,Lobby 8
7.0,EZ W's,23,9,0,9,3,3,0,2,0,Lobby 8
8.0,The Not Squad,22,3,1,6,4,5,1,12,1,Lobby 8
9.0,BlueDevilsGaming,18,10,0,2,3,9,0,9,0,Lobby 8
10.0,HYPERION,15,2,2,12,0,13,0,8,0,Lobby 8
11.0,Team HitX,14,8,0,4,1,7,0,7,0,Lobby 8
12.0,Buzz Teck Shini,13,14,0,13,0,8,0,3,2,Lobby 8
13.0,Where's My Will,9,7,2,14,0,11,0,10,0,Lobby 8
14.0,Vapid,6,15,0,5,0,14,0,0,0,Lobby 8
15.0,Unicorn Guild,1,13,0,0,0,0,0,0,0,Lobby 8
1.0,BW,106,1,17,2,10,2,25,4,19,Lobby 9
2.0,DUMPERS,56,13,3,8,8,1,15,5,11,Lobby 9
3.0,SDO,45,2,10,1,8,8,2,13,1,Lobby 9
4.0,Pickles,41,3,7,13,0,6,1,1,10,Lobby 9
5.0,We Lose,24,10,0,3,8,5,0,8,1,Lobby 9
6.0,The Goon Squad,14,8,0,4,5,14,0,14,0,Lobby 9
7.0,Ibex Legends,14,6,0,5,1,7,0,6,0,Lobby 9
8.0,Cerberus,14,15,0,10,0,9,0,2,0,Lobby 9
9.0,Under10,12,5,4,11,0,11,0,9,0,Lobby 9
10.0,Grizzy,12,11,0,15,0,13,0,3,2,Lobby 9
11.0,Chikiwiki,12,7,0,12,0,3,0,11,0,Lobby 9
12.0,The Other Guys,11,4,0,7,1,12,0,12,0,Lobby 9
13.0,Distruttori Team,10,12,0,14,0,4,1,10,0,Lobby 9
14.0,TEAM Workaholics,9,14,0,6,0,10,0,7,0,Lobby 9
15.0,The Latino Gang,6,9,0,9,0,15,0,15,0,Lobby 9
