Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,backseat,66,1,9,1,18,4,10,18,0
2.0,6bnt,47,9,1,2,6,1,14,10,1
3.0,WLS,38,8,4,8,4,9,4,1,8
4.0,BLANK,32,13,7,7,5,3,3,6,3
5.0,Lucendi,27,14,1,15,5,6,2,3,7
6.0,HKE,27,3,9,3,1,16,1,13,1
7.0,Exalty,27,12,0,4,4,18,3,2,5
8.0,SPPI,26,11,0,12,3,2,7,9,3
9.0,Yes,25,2,7,17,0,12,0,4,3
10.0,ZBW,21,6,1,6,3,19,0,5,7
11.0,1872,17,19,0,19,0,5,8,16,5
12.0,EFG Team,16,4,7,16,1,11,0,15,1
13.0,Monkey Milkers,13,7,2,13,2,7,2,17,0
14.0,Oui,11,18,0,18,0,15,0,7,7
15.0,FP,10,10,3,11,1,8,1,19,0
16.0,Nuclear Apes,10,15,0,5,2,14,0,12,1
17.0,Sxercise,9,5,2,9,0,17,0,14,0
18.0,SocksOUT,7,17,0,14,0,10,1,8,1
19.0,OXR,6,16,0,10,2,13,0,11,0
20.0,DoubleStuffdOreo,0,20,0,20,0,20,0,20,0
