Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,ALKaIIIbI,61,1,9,3,3,7,3,1,12
2.0,SMS,45,7,1,6,4,2,12,2,4
3.0,CHI,39,13,4,1,16,4,0,18,1
4.0,SSD,37,3,2,18,0,1,15,14,0
5.0,ARIS,29,6,5,2,7,17,3,9,0
6.0,CRAZYx3,25,18,1,12,3,8,2,3,9
7.0,Justthreeplayers,23,5,8,16,2,11,2,5,2
8.0,NIBL,22,10,1,9,3,3,5,10,0
9.0,iEnvy,21,14,2,4,7,16,3,11,2
10.0,60fps,21,4,1,11,3,9,1,8,6
11.0,weeboys,21,2,6,19,1,14,1,7,0
12.0,ThatsNotaBoulder,17,17,1,7,3,10,2,6,3
13.0,FTG,14,20,0,10,2,20,0,4,5
14.0,31SJ,13,11,0,15,1,18,1,12,8
15.0,Nirvana,13,12,4,5,0,6,0,17,1
16.0,CG,11,15,0,14,2,19,3,13,3
17.0,VIVIFY,11,16,2,17,0,5,4,16,1
18.0,Team KST,9,9,5,20,0,13,1,19,0
19.0,F7,9,8,3,8,0,15,0,15,0
20.0,DNMK,2,19,0,13,0,12,0,20,0
