Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,UC,86,3,13,18,4,7,3,6,5,7,7,1,26,Lobby 1
2.0,BKMN,71,11,4,1,7,1,8,1,12,19,2,12,0,Lobby 1
3.0,LFT BKGK,51,14,1,3,8,5,9,13,0,3,1,7,9,Lobby 1
4.0,456,47,5,9,12,8,20,0,10,1,5,3,2,6,Lobby 1
5.0,Atum,40,9,1,6,3,2,12,15,0,4,3,14,0,Lobby 1
6.0,WYV,40,1,11,17,0,4,0,8,4,13,1,10,2,Lobby 1
7.0,RPG,34,2,2,7,4,8,1,14,0,2,3,20,0,Lobby 1
8.0,EXiA KR,31,16,0,19,0,12,2,4,10,14,3,8,7,Lobby 1
9.0,YaBaL,30,10,0,4,8,15,0,9,7,17,2,13,2,Lobby 1
10.0,Solid,30,20,0,9,1,19,0,17,0,1,11,6,1,Lobby 1
11.0,Marine,30,12,5,2,4,14,1,16,0,15,0,3,1,Lobby 1
12.0,Joel Mark,28,18,2,5,1,9,1,2,6,9,1,16,0,Lobby 1
13.0,Crest,26,6,3,15,0,3,4,5,1,18,0,15,2,Lobby 1
14.0,SYTH,23,13,0,8,2,10,1,3,6,20,1,11,0,Lobby 1
15.0,REAH,21,8,0,14,0,16,3,11,2,6,5,5,0,Lobby 1
16.0,Servelal alpha,18,15,1,10,6,18,0,18,0,10,1,4,0,Lobby 1
17.0,HE,17,17,1,20,0,11,3,12,0,8,9,18,0,Lobby 1
18.0,ARK5,15,4,3,13,2,17,4,20,0,16,0,19,0,Lobby 1
19.0,ScL,14,19,0,11,0,6,2,7,0,12,2,9,0,Lobby 1
20.0,HIT,13,7,2,16,0,13,3,19,0,11,3,17,0,Lobby 1
1.0,Black,57,13,1,2,16,2,4,2,4,16,0,6,1,Lobby 2
2.0,APXRS,56,6,3,13,4,7,7,14,0,3,12,3,8,Lobby 2
3.0,LAG,50,20,0,3,5,5,7,20,0,5,0,1,11,Lobby 2
4.0,GW,48,5,3,10,5,3,14,10,8,17,3,20,0,Lobby 2
5.0,APEX反省会,46,16,0,17,0,8,9,9,0,1,14,7,4,Lobby 2
6.0,NrTv.Vs,42,2,5,8,0,4,3,6,3,8,3,4,2,Lobby 2
7.0,ENG,41,9,2,19,0,1,4,5,3,2,3,11,1,Lobby 2
8.0,Ace1,40,1,12,16,3,15,0,4,1,13,1,14,3,Lobby 2
9.0,FA Club FUG,35,4,6,1,6,17,0,15,2,14,0,9,0,Lobby 2
10.0,Fujii Gaming,32,3,6,12,0,19,0,8,5,4,2,10,2,Lobby 2
11.0,ORB.G,32,11,1,14,0,11,2,1,11,6,0,18,0,Lobby 2
12.0,PiratesOfMirage,31,17,1,4,5,9,2,3,5,12,3,19,0,Lobby 2
13.0,IBSG,29,12,1,9,1,6,3,17,0,20,0,2,9,Lobby 2
14.0,RuinZ,25,19,0,5,4,14,0,18,2,7,3,5,4,Lobby 2
15.0,TW,24,7,2,18,0,10,0,7,5,10,3,17,4,Lobby 2
16.0,C-VA KAG,19,14,3,6,3,16,0,11,6,19,0,12,1,Lobby 2
17.0,BeastMode,18,15,1,11,4,20,0,12,0,9,4,15,3,Lobby 2
18.0,ORC,13,8,7,7,0,18,0,19,0,18,0,13,0,Lobby 2
19.0,TFC,13,10,2,15,0,12,1,16,0,15,3,8,0,Lobby 2
20.0,ARZ,8,18,2,20,0,13,0,13,1,11,0,16,2,Lobby 2
