,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 3, 2021 - 14:00 PDTWorld's Edge BAD BOYS CIMJ Unlucky","Round 1 Round 1 October 3, 2021 - 14:00 PDTWorld's Edge BAD BOYS CIMJ Unlucky","Round 2 Round 2 October 3, 2021 - 14:35 PDTWorld's Edge CPR Certified Buff Pathfinder Last Minute","Round 2 Round 2 October 3, 2021 - 14:35 PDTWorld's Edge CPR Certified Buff Pathfinder Last Minute","Round 3 Round 3 October 3, 2021 - 15:10 PDTWorld's Edge Noble Moanerz Dark Matter","Round 3 Round 3 October 3, 2021 - 15:10 PDTWorld's Edge Noble Moanerz Dark Matter","Round 4 Round 4 October 3, 2021 - 15:45 PDTWorld's Edge Buff Pathfinder Noble CPR Certified","Round 4 Round 4 October 3, 2021 - 15:45 PDTWorld's Edge Buff Pathfinder Noble CPR Certified","Round 5 Round 5 October 3, 2021 - 16:20 PDTWorld's Edge RCO eSports Moanerz Legacy MX","Round 5 Round 5 October 3, 2021 - 16:20 PDTWorld's Edge RCO eSports Moanerz Legacy MX","Round 6 Round 6 October 3, 2021 - 16:55 PDTWorld's Edge Last Minute Buff Pathfinder Unsigned Talent","Round 6 Round 6 October 3, 2021 - 16:55 PDTWorld's Edge Last Minute Buff Pathfinder Unsigned Talent"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,BP,80,10,4,2,13,13,2,1,9,4,2,2,12
1,2.0,NBL,57,6,5,19,0,1,6,2,7,7,5,7,4
2,3.0,MOAN,52,12,4,14,2,2,12,9,4,2,1,6,4
3,4.0,LMX,47,14,3,8,6,20,0,4,6,3,15,9,0
4,5.0,BAD,45,1,10,4,6,18,0,12,1,5,2,13,3
5,6.0,RCO,45,4,6,11,0,9,3,7,1,1,11,12,0
6,7.0,LM,42,17,2,3,6,12,0,11,2,13,3,1,7
7,8.0,CPR Certified,39,8,2,1,6,6,3,3,2,11,0,15,0
8,9.0,Unsigned Talent,35,11,3,12,7,14,3,20,0,6,5,3,4
9,10.0,CIMJ,35,2,6,17,1,5,9,15,0,14,2,11,1
10,11.0,UNL,34,3,6,5,2,4,2,14,0,8,1,8,2
11,12.0,Dark Matter,32,7,2,18,1,3,7,6,7,9,0,16,0
12,13.0,OA,25,13,1,7,0,7,4,8,8,18,0,17,3
13,14.0,LVG,21,18,0,16,4,19,0,10,4,10,3,14,5
14,15.0,Inevitable Gaming,21,16,0,13,0,8,1,5,3,19,0,5,6
15,16.0,GNR,19,5,1,10,1,15,4,16,1,16,0,10,3
16,17.0,ChayKayJay,15,15,0,9,0,16,0,13,0,15,3,4,2
17,18.0,LKM,9,9,0,15,0,10,4,17,0,20,0,18,0
18,19.0,The Comeback,5,19,0,6,0,11,0,19,0,12,0,19,0
19,20.0,Onyx,3,20,0,20,0,17,0,18,0,17,3,20,0
