Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
1.0,2B1C,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
2.0,Anfield,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
3.0,Avalanche (missing),0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
4.0,Estral Eports (missing),0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
5.0,Evil Eye,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
6.0,Foreign Deity,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
7.0,GearsKidsonApex,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
8.0,High Life Gaming,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
9.0,Oasis,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
10.0,Paranoid,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
11.0,Salty Whisperers (missing),0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
12.0,SDO,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
13.0,TS,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
14.0,Team HitX,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
15.0,The Big 3,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
16.0,The last gamers (missing),0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
17.0,UTK Team White,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
18.0,Wild Zone (missing),0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
19.0,Zachs Chest Hair,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
20.0,ZERO,0,0,0,0,0,0,0,0,0,Lobby 10,Round_2,,,,
1.0,2 Zoomers1boomer,0,0,0,0,0,0,0,0,0,Lobby 11,Round_2,,,,
2.0,BAD,0,0,0,0,0,0,0,0,0,Lobby 11,Round_2,,,,
3.0,BLZE Gaming (missing),0,0,0,0,0,0,0,0,0,Lobby 11,Round_2,,,,
