Standings,Team.1,Total
1.0,xD,70
2.0,Good Vibes,60
3.0,LVG,53
4.0,Inglorious,31
5.0,Aim Assist GG,27
6.0,Lunas Superiores,23
7.0,Washed Bois,21
8.0,Vendetta,18
9.0,Poutine Taco,17
10.0,Kraken,13
11.0,evanescence,12
12.0,Bear Gang,12
13.0,New Legends,10
14.0,PVE esports,7
15.0,Team Savage,6
