Standings,Team.1,Total
1.0,YouLikeThatMate?,88
2.0,InevitableGaming,62
3.0,LMX,39
4.0,4Fun,37
5.0,oni,33
6.0,"You stay, I go",25
7.0,Anger Of Nubs,21
8.0,Unlucky Players,13
9.0,Eleventh Squad,12
10.0,Mexican Demons,12
11.0,Valhalla,10
12.0,The Bread Bears,8
13.0,Better Not Run,7
14.0,Merk and Co,7
15.0,Aztecas Mex Team,3
