Standings,Team.1,Total
1.0,WPH,57
2.0,Specter,55
3.0,Raised By Wolves,48
4.0,4 Told,34
5.0,MoonStone,33
6.0,Chefs,31
7.0,GearsKidsonApex,25
8.0,Onyx,24
9.0,Lights Out,18
10.0,CastAways,15
11.0,Suck my thermite,10
12.0,RND,8
13.0,TNGS,7
14.0,AirPlane Mode,5
15.0,Built For War,2
