Standings,Team.1,Total
1.0,2B1C,87
2.0,pub stars,68
3.0,WASH,39
4.0,LNT,31
5.0,Yess,29
6.0,Tater,20
7.0,TheCerealKillers,16
8.0,ForcesGG,15
9.0,UnderWorldGaming,13
10.0,RLP,12
11.0,Akedos Gaming,11
12.0,Fuego,10
13.0,Night Raid,9
14.0,Pride Stark,8
