Standings,Team.1,Total
1.0,Dark Matter,93
2.0,TAT,38
3.0,Wonderboys,33
4.0,Blockbuster,28
5.0,Movement Temple,28
6.0,Miso Hate Club,26
7.0,Buds and Beer,23
8.0,Iron Giant,17
9.0,Evil Eye,16
10.0,Just The Boys,15
11.0,VATOS LOCOS,12
12.0,Perpetual Empire,11
13.0,APEX BOOMERS,9
14.0,Literal Bots,7
15.0,Soli Deo Gloria,0
