Standings,Team.1,Total
1.0,AST,86
2.0,CC,70
3.0,Onyx,49
4.0,Dawn of Legends,22
5.0,True SightENT,21
6.0,Net,17
7.0,BRONZELASTSEASON,17
8.0,UMBC Retrievers,17
9.0,Conquest Gaming,16
10.0,Jump out boys,14
11.0,Razen Gaming,13
12.0,EAB MODEL,9
13.0,BackStage,9
14.0,Clemson Orange,5
