Standings,Team.1,Total
1.0,EST,86
2.0,Tijuana Piranas,56
3.0,Sniper Meta,54
4.0,Vault Hunters,33
5.0,Cod kids,23
6.0,2 Zoomers1boomer,19
7.0,The Big 3,17
8.0,KThrewLife,16
9.0,Team Boomer,14
10.0,Grizzy,12
11.0,Dominators,12
12.0,The Pack,11
13.0,oGwaffles,8
14.0,RAG3,6
15.0,Discord Admins,4
