Standings,Team.1,Total
1.0,Insurgents,48
2.0,Pipeliners,47
3.0,TS,39
4.0,KDT,39
5.0,Hi,36
6.0,The Loud Boys,35
7.0,AGL,28
8.0,Team Asensinos,25
9.0,Team Pepinito,14
10.0,Sleepy Hut,14
11.0,Exoterran X,12
12.0,Squid Squad,11
13.0,ELIT3 EMPIRE,9
14.0,The Banner Bros,8
15.0,Three Lil Bots,4
