Standings,Team.1,Total
1.0,SXG,107
2.0,AGLY,39
3.0,SBD,36
4.0,StepBros,35
5.0,gibbyhands,33
6.0,Team Sanitizer,29
7.0,CGG,23
8.0,Apex Quarentine,18
9.0,Bloodline,12
10.0,Club Penguin,11
11.0,Oasis,11
12.0,DRAINERS,10
13.0,SJ Esports,9
14.0,Christian Lads,8
15.0,Ethereal League,5
