Standings,Team.1,Total
1.0,Content Squad,52
2.0,NOXIOUS,48
3.0,JOYBOYS,48
4.0,Spacelanders,37
5.0,TeamDreams,34
6.0,DarkRoyalNation,32
7.0,PradoHouseCigar,21
8.0,Team Name,19
9.0,Plimbo,19
10.0,UNDD,18
11.0,The Dusters,15
12.0,Vengeance,11
13.0,EXOTICK,9
14.0,Zime,5
15.0,Bulldogs,4
