Standings,Team.1,Total
1.0,Zachs Chest Hair,66
2.0,trippinoncables,52
3.0,Laggy 'n Rollers,51
4.0,ChayKayJay,38
5.0,TAG NA,31
6.0,Unlucky,30
7.0,Mid Piece,28
8.0,Captains,14
9.0,LF,13
10.0,Dunk Squad,12
11.0,ShadowPunisherMx,11
12.0,Bounty Hunters,6
13.0,Foreign Deity,6
14.0,Dream Catcherz,3
15.0,Anime Tibbiez,1
