Standings,Team.1,Total
1.0,BBJ,85
2.0,All The Smoke,66
3.0,LuxuryRose,51
4.0,The Stinkies,28
5.0,Buck Town Squad,18
6.0,Hardstuck Plat,17
7.0,CatDog,17
8.0,JustSomeWarriors,17
9.0,H4GAMING,13
10.0,ASE,13
11.0,Team Ravag3,12
12.0,Heavy Force,10
13.0,Lap Sap,9
14.0,YourMothersFav,6
15.0,Firebirds,1
