Standings,Team.1,Total
1.0,SMP,93
2.0,Dumpsters,49
3.0,We Lose,39
4.0,Selfish Team,33
5.0,High Dexterity,22
6.0,MEAL Team 6,20
7.0,WeBall,17
8.0,SQS Gaming,17
9.0,Fallen Legacy,16
10.0,SW,15
11.0,BlueDevilsGaming,14
12.0,Bro Exclusive,14
13.0,Cerberus,14
14.0,Good Vibes Only,8
15.0,Rising. Phoenix,7
