Standings,Team.1,Total
1.0,CLX,76
2.0,OA,55
3.0,RCO,44
4.0,PWM,39
5.0,TEAM Workaholics,37
6.0,Insane Xboxsers,33
7.0,Chud Bungus,15
8.0,Ampedant,15
9.0,Team Shadow Wolf,14
10.0,JustSomeNewGuys,12
11.0,2B1R,12
12.0,ControllerLegend,12
13.0,Carbon Esports,7
14.0,Tooshbags,6
15.0,Aces Team,3
