Standings,Team.1,Total
1.0,BOT,109
2.0,Shady Kings,47
3.0,ATRX,31
4.0,Team_Supr3me,28
5.0,Hold The Door,28
6.0,NoGiveupGaming,27
7.0,Dark Matter,16
8.0,Anfield,14
9.0,RISK,13
10.0,Filii Martis,13
11.0,Unicorn Guild,11
12.0,1k,10
13.0,Battle Axe GG,8
14.0,Dastardly Sharks,7
15.0,VermillionKnights,0
