Standings,Team.1,Total
1.0,Never Lucky,102
2.0,The Fudges,48
3.0,CVS,41
4.0,LZR,38
5.0,Undisputed,33
6.0,Gods Plan Gaming,22
7.0,Gryphon Gaming,18
8.0,Team Possessed,16
9.0,IntentionalWhite,15
10.0,GPS,10
11.0,Simpfor2Dgirls,7
12.0,PuraVidaCR,7
13.0,NA Assault,7
14.0,The Bois,5
15.0,Los KKS,4
