Standings,Team.1,Total
1.0,TGJ,68
2.0,Whoms'tve Thiccs,65
3.0,Vandals,37
4.0,GBK DK’s,29
5.0,zyn,29
6.0,Bandits,20
7.0,Possibility,19
8.0,TexasRatsnakes,17
9.0,Abbys Sports,17
10.0,GIBRAWLERS,15
11.0,Hand of Fate,14
12.0,REXTOXICSLAYER,14
13.0,Fraggin & Laggin,11
14.0,24kt Boys,5
