Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
1.0,GOB-ARH,59,45,1616,151,0,111,11,112,2323,Lobby 1,Round_1,,,,
2.0,MXT,49,29,44,63,66,29,99,54,55,Lobby 1,Round_1,,,,
3.0,DESI,43,63,0,29,66,112,99,82,22,Lobby 1,Round_1,,,,
4.0,BTCxWGG,33,141,0,112,1515,92,0,92,11,Lobby 1,Round_1,,,,
5.0,Antiaa,32,37,88,102,33,63,33,73,33,Lobby 1,Round_1,,,,
6.0,SLK,31,131,11,37,33,37,1212,200,0,Lobby 1,Round_1,,,,
7.0,RNG,23,73,22,73,0,102,33,29,11,Lobby 1,Round_1,,,,
8.0,OGL,22,121,0,54,44,82,22,37,22,Lobby 1,Round_1,,,,
9.0,DREAM,21,82,44,82,66,54,22,141,0,Lobby 1,Round_1,,,,
10.0,GOD OF DREAM,20,112,55,121,0,151,0,131,0,Lobby 1,Round_1,,,,
11.0,Ryz.SEA,13,151,0,131,0,73,11,45,22,Lobby 1,Round_1,,,,
12.0,LightSaber,11,102,0,92,0,45,0,102,0,Lobby 1,Round_1,,,,
13.0,Cookies,8,92,0,141,0,141,0,63,11,Lobby 1,Round_1,,,,
14.0,never too late,8,111,0,45,0,121,0,121,0,Lobby 1,Round_1,,,,
15.0,Freedom,7,54,0,111,0,131,0,111,0,Lobby 1,Round_1,,,,
1.0,Multicultural,53,92,0,37,44,112,99,29,1010,Lobby 2,Round_1,,,,
2.0,BOG,47,112,88,112,66,111,11,45,22,Lobby 2,Round_1,,,,
3.0,SkarptSinne,33,29,33,29,66,102,0,73,11,Lobby 2,Round_1,,,,
4.0,R.Harmony,31,37,77,82,22,63,22,102,66,Lobby 2,Round_1,,,,
5.0,LH,27,45,55,102,0,121,11,37,66,Lobby 2,Round_1,,,,
6.0,Hardstucks,27,54,33,151,0,29,66,92,22,Lobby 2,Round_1,,,,
7.0,HpyRogKut,27,63,11,73,22,141,0,112,55,Lobby 2,Round_1,,,,
8.0,Soosmar slayer,26,111,0,54,33,45,66,63,44,Lobby 2,Round_1,,,,
9.0,Bit of Trolling,25,131,11,45,66,54,11,54,33,Lobby 2,Round_1,,,,
10.0,DNT,22,102,11,92,11,37,77,82,0,Lobby 2,Round_1,,,,
11.0,AU Skyrise,21,121,44,131,44,92,88,151,0,Lobby 2,Round_1,,,,
12.0,LNW,14,141,33,141,0,73,22,111,33,Lobby 2,Round_1,,,,
13.0,DEK,7,151,0,121,22,82,0,121,0,Lobby 2,Round_1,,,,
14.0,Speed,7,82,0,63,0,151,0,131,0,Lobby 2,Round_1,,,,
15.0,Lags Fault,6,73,0,111,0,131,0,141,0,Lobby 2,Round_1,,,,
16.0,FlowInGame,0,200,0,200,0,200,0,200,0,Lobby 2,Round_1,,,,
1.0,姐妹花,63,63,44,29,11,112,1111,112,1111,Lobby 3,Round_1,,,,
2.0,Systematic,41,29,33,37,77,73,22,37,33,Lobby 3,Round_1,,,,
3.0,Just Send It,40,54,55,112,55,29,11,63,11,Lobby 3,Round_1,,,,
4.0,EMM,39,92,22,82,44,37,33,29,1010,Lobby 3,Round_1,,,,
5.0,CKB,32,37,77,63,55,111,22,82,55,Lobby 3,Round_1,,,,
6.0,Inferno DRT,32,112,55,54,66,82,0,111,22,Lobby 3,Round_1,,,,
7.0,Sigma Gamers,24,121,55,131,33,54,66,73,11,Lobby 3,Round_1,,,,
8.0,LAG,24,73,11,73,44,45,44,54,0,Lobby 3,Round_1,,,,
9.0,EVOLUTION BLACK,17,45,55,102,22,131,0,141,11,Lobby 3,Round_1,,,,
10.0,SLA,11,82,22,141,11,92,22,131,0,Lobby 3,Round_1,,,,
11.0,Psychic assassin,11,151,0,45,0,63,0,121,11,Lobby 3,Round_1,,,,
12.0,OC,10,141,0,111,0,121,0,45,22,Lobby 3,Round_1,,,,
13.0,South Cartel,7,111,0,121,0,200,0,102,33,Lobby 3,Round_1,,,,
14.0,X SPLITS,7,131,11,151,0,102,0,92,0,Lobby 3,Round_1,,,,
15.0,C00kedGamingClan,6,102,0,92,0,141,0,151,0,Lobby 3,Round_1,,,,
1.0,MDY.W,79,112,99,112,1111,45,1010,112,88,Lobby 4,Round_1,,,,
2.0,IFPD,56,37,1515,45,55,112,99,73,0,Lobby 4,Round_1,,,,
3.0,END,50,92,0,54,88,37,1111,29,99,Lobby 4,Round_1,,,,
4.0,Lowkey,37,121,33,37,33,29,88,92,44,Lobby 4,Round_1,,,,
5.0,Juiced,32,45,22,111,44,82,22,37,99,Lobby 4,Round_1,,,,
6.0,DYN,28,29,44,63,11,73,0,54,44,Lobby 4,Round_1,,,,
7.0,NANYANG,25,102,33,29,55,54,11,121,0,Lobby 4,Round_1,,,,
8.0,EVO.Supreme,16,82,33,102,44,111,0,111,33,Lobby 4,Round_1,,,,
9.0,4ChineseHorseman,15,73,11,82,22,102,0,63,22,Lobby 4,Round_1,,,,
10.0,Ga Rok Bin,11,141,0,160,0,160,11,45,44,Lobby 4,Round_1,,,,
11.0,LVTHN,11,54,0,121,11,92,22,141,0,Lobby 4,Round_1,,,,
12.0,Quentiam,9,151,0,92,0,131,11,82,22,Lobby 4,Round_1,,,,
13.0,Chima,9,63,11,141,0,63,0,131,0,Lobby 4,Round_1,,,,
14.0,KEKW,8,131,11,73,0,121,0,102,0,Lobby 4,Round_1,,,,
15.0,Wonders Esports,4,111,0,131,0,141,11,160,0,Lobby 4,Round_1,,,,
16.0,NamTomGang,3,160,0,151,0,151,0,151,0,Lobby 4,Round_1,,,,
1.0,LH,67,11,5,1,10,5,0,11,7,Lobby 1,Semifinals,2.0,14.0,14.0,3.0
2.0,HpyRogKut,57,1,9,14,0,15,0,1,11,Lobby 1,Semifinals,17.0,0.0,3.0,4.0
3.0,BOG,56,14,0,6,1,17,0,2,3,Lobby 1,Semifinals,1.0,5.0,1.0,10.0
4.0,DREAM,47,2,3,20,1,11,2,4,4,Lobby 1,Semifinals,4.0,7.0,9.0,8.0
5.0,MXT,46,12,3,18,0,1,16,19,1,Lobby 1,Semifinals,6.0,8.0,13.0,1.0
6.0,Multicultural,41,7,3,7,0,3,4,15,0,Lobby 1,Semifinals,9.0,2.0,2.0,7.0
7.0,GOB-ARH,35,16,0,10,0,2,14,17,0,Lobby 1,Semifinals,12.0,8.0,11.0,0.0
8.0,OGL,34,6,2,3,2,6,2,3,4,Lobby 1,Semifinals,7.0,0.0,12.0,0.0
9.0,Antiaa,33,4,4,12,4,8,2,8,0,Lobby 1,Semifinals,16.0,3.0,6.0,7.0
10.0,DESI,32,13,5,9,6,7,6,14,0,Lobby 1,Semifinals,15.0,0.0,4.0,2.0
11.0,BTCxWGG,29,9,1,4,10,10,2,10,2,Lobby 1,Semifinals,20.0,0.0,8.0,1.0
12.0,R.Harmony,27,15,0,15,0,13,1,6,5,Lobby 1,Semifinals,3.0,4.0,7.0,1.0
13.0,SLK,25,18,0,8,11,20,0,16,1,Lobby 1,Semifinals,19.0,0.0,10.0,9.0
14.0,DNT,24,17,3,2,4,16,1,20,0,Lobby 1,Semifinals,10.0,1.0,15.0,3.0
15.0,RNG,23,19,0,17,2,18,2,7,7,Lobby 1,Semifinals,14.0,0.0,5.0,4.0
16.0,SkarptSinne,21,3,2,5,2,19,0,9,3,Lobby 1,Semifinals,11.0,0.0,16.0,0.0
17.0,Bit of Trolling,20,5,2,16,0,4,4,13,0,Lobby 1,Semifinals,13.0,3.0,17.0,0.0
18.0,Soosmar slayer,20,8,6,13,0,9,0,5,1,Lobby 1,Semifinals,8.0,2.0,18.0,0.0
19.0,Hardstucks,14,10,6,11,0,12,0,12,3,Lobby 1,Semifinals,18.0,0.0,20.0,0.0
20.0,GOD OF DREAM,8,20,0,19,0,14,0,18,1,Lobby 1,Semifinals,5.0,2.0,19.0,0.0
1.0,MDY.W,107,1,16,1,22,7,7,13,12,Lobby 2,Semifinals,7.0,4.0,4.0,10.0
2.0,姐妹花,67,5,0,6,1,10,7,1,6,Lobby 2,Semifinals,1.0,18.0,15.0,1.0
3.0,IFPD,60,14,3,14,7,1,11,3,8,Lobby 2,Semifinals,8.0,8.0,16.0,0.0
4.0,Just Send It,45,9,0,3,6,3,4,12,0,Lobby 2,Semifinals,3.0,0.0,2.0,2.0
5.0,NANYANG,42,6,4,4,3,11,0,9,2,Lobby 2,Semifinals,9.0,6.0,3.0,7.0
6.0,EVO.Supreme,41,7,3,7,5,18,3,5,8,Lobby 2,Semifinals,2.0,0.0,14.0,2.0
7.0,EMM,40,2,8,15,0,6,7,15,0,Lobby 2,Semifinals,14.0,1.0,6.0,6.0
8.0,Sigma Gamers,33,4,2,2,9,16,1,14,0,Lobby 2,Semifinals,13.0,3.0,9.0,0.0
9.0,Lowkey,33,3,5,18,0,15,0,11,0,Lobby 2,Semifinals,17.0,0.0,1.0,7.0
10.0,CKB,28,17,0,10,2,8,5,4,7,Lobby 2,Semifinals,10.0,2.0,12.0,0.0
11.0,Systematic,28,10,0,9,0,14,0,2,2,Lobby 2,Semifinals,4.0,5.0,8.0,0.0
12.0,END,27,8,7,5,0,13,0,8,2,Lobby 2,Semifinals,16.0,0.0,11.0,8.0
13.0,Inferno DRT,23,12,1,16,1,2,4,19,1,Lobby 2,Semifinals,11.0,0.0,10.0,3.0
14.0,4ChineseHorseman,21,15,4,8,0,19,0,16,0,Lobby 2,Semifinals,6.0,1.0,5.0,6.0
15.0,LAG,21,13,2,13,0,5,0,6,2,Lobby 2,Semifinals,5.0,3.0,13.0,0.0
16.0,Juiced,14,19,0,19,0,20,0,10,6,Lobby 2,Semifinals,15.0,3.0,18.0,2.0
17.0,EVOLUTION BLACK,14,11,2,11,0,9,4,7,1,Lobby 2,Semifinals,19.0,0.0,17.0,0.0
18.0,Ga Rok Bin,11,20,0,20,0,12,1,18,0,Lobby 2,Semifinals,12.0,2.0,7.0,3.0
19.0,DYN,10,16,2,12,3,17,3,20,0,Lobby 2,Semifinals,20.0,0.0,19.0,1.0
20.0,Psychic assassin,5,18,0,17,0,4,0,17,0,Lobby 2,Semifinals,18.0,0.0,20.0,0.0
1.0,MDY.W,82,6,4,15,7,7,2,13,3,Lobby 1,Finals,1.0,16.0,1.0,18.0
2.0,EMM,75,2,15,8,5,2,15,12,3,Lobby 1,Finals,13.0,1.0,3.0,7.0
3.0,IFPD,55,1,11,2,12,18,0,17,2,Lobby 1,Finals,6.0,0.0,4.0,1.0
4.0,姐妹花,53,5,3,14,2,10,6,1,16,Lobby 1,Finals,8.0,0.0,10.0,3.0
5.0,Lowkey,51,8,2,5,3,6,6,6,9,Lobby 1,Finals,2.0,9.0,12.0,0.0
6.0,EVO.Supreme,42,17,0,1,11,8,0,4,1,Lobby 1,Finals,12.0,2.0,8.0,6.0
7.0,LH,39,4,2,4,6,12,1,10,6,Lobby 1,Finals,10.0,4.0,11.0,4.0
8.0,Antiaa,35,9,3,10,3,11,1,14,4,Lobby 1,Finals,3.0,6.0,9.0,3.0
9.0,OGL,35,15,0,9,0,19,0,2,1,Lobby 1,Finals,4.0,2.0,2.0,6.0
10.0,BOG,31,16,3,7,1,1,3,5,0,Lobby 1,Finals,11.0,3.0,13.0,0.0
11.0,HpyRogKut,30,14,0,6,3,4,2,3,3,Lobby 1,Finals,18.0,3.0,15.0,2.0
12.0,Multicultural,25,10,5,3,3,5,2,15,0,Lobby 1,Finals,14.0,0.0,18.0,0.0
13.0,CKB,22,3,2,11,1,16,0,9,3,Lobby 1,Finals,16.0,0.0,5.0,2.0
14.0,DESI,18,12,0,12,0,3,0,11,0,Lobby 1,Finals,9.0,1.0,6.0,2.0
15.0,GOB-ARH,17,11,0,18,0,14,7,7,5,Lobby 1,Finals,17.0,0.0,16.0,0.0
16.0,DREAM,17,13,1,16,0,15,3,19,0,Lobby 1,Finals,5.0,6.0,14.0,0.0
17.0,NANYANG,14,19,0,13,1,9,2,18,0,Lobby 1,Finals,7.0,2.0,7.0,0.0
18.0,Just Send It,13,7,6,17,0,13,0,16,2,Lobby 1,Finals,15.0,0.0,17.0,0.0
19.0,Sigma Gamers,2,18,0,19,0,17,0,8,0,Lobby 1,Finals,19.0,0.0,19.0,0.0
20.0,MXT,0,20,0,20,0,20,0,20,0,Lobby 1,Finals,20.0,0.0,20.0,0.0
