Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,pub stars,111,7,10,1,24,1,20,1,18
2.0,MOAN,48,1,14,8,9,9,9,0,0
3.0,Shadow Point,42,3,3,2,5,3,5,11,5
4.0,The Semi Pros,38,6,3,17,0,2,6,2,8
5.0,LNT,32,4,13,18,0,15,2,3,4
6.0,Swanky Boys,27,2,5,4,2,5,0,14,1
7.0,zyn,25,13,0,7,0,4,7,5,5
8.0,Bloodline,19,14,0,3,3,18,0,4,3
9.0,Buds and Beer,14,11,2,5,2,11,0,6,1
10.0,Deathbox Hunters,13,8,0,10,0,6,0,7,3
11.0,MT Heads,9,9,3,13,0,13,1,12,0
12.0,Hollow Purple,8,10,1,11,0,17,0,15,3
13.0,Lethal Legion MX,8,15,0,14,2,8,1,13,0
14.0,Lunas Superiores,7,16,0,9,1,10,0,8,0
15.0,BBC,6,17,0,12,3,16,0,10,0
16.0,Lonesome Devils,6,18,0,6,0,7,0,18,0
17.0,UnderWorldGaming,5,5,0,16,0,12,0,17,0
18.0,SAKG Team,4,12,0,15,1,14,0,16,0
19.0,Best Buddies,0,19,0,0,0,0,0,0,0
20.0,Gym O Clock,0,20,0,0,0,0,0,0,0
