Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Select,56,1,13,1,15,7,0,11,0
2.0,CLX,46,5,12,16,4,3,8,5,7
3.0,TSS,42,17,0,12,7,2,15,8,8
4.0,Meow Syndicate,41,3,3,3,2,10,0,2,11
5.0,PepegaBakeryInc,38,12,3,4,5,13,0,1,11
6.0,FROG,27,2,9,17,0,8,0,6,4
7.0,Beamer Bros,25,11,3,8,3,6,4,4,4
8.0,TAG NA,23,4,3,6,2,4,3,10,0
9.0,Vandals,22,9,2,2,6,11,0,17,2
10.0,EXAgents,20,8,0,9,0,5,9,16,3
11.0,TRK,20,20,0,14,0,1,4,7,0
12.0,Controller Bots,16,10,4,5,5,16,0,13,0
13.0,Crusaders,12,7,1,13,0,17,0,3,0
14.0,Shady Kings,10,13,0,18,2,12,5,14,0
15.0,YND,9,19,0,10,0,18,3,12,3
16.0,Monke Mode 3B,8,14,0,15,0,9,2,18,2
17.0,INF,8,15,1,7,1,14,0,19,1
18.0,Team Savage,5,6,1,19,0,19,0,20,1
19.0,Tilly Titans,5,16,1,11,0,15,0,9,0
20.0,TriCore,1,18,0,20,0,20,0,15,0
