Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,En corto Garmers,51,7,1,1,8,1,11,13,3
2.0,NBL,50,3,5,14,12,13,5,2,10
3.0,Tijuana Piranas,46,1,13,4,5,15,4,15,5
4.0,SickerThanYoAvg,41,12,6,10,5,2,11,8,5
5.0,ChayKayJay,36,8,3,3,8,3,5,9,2
6.0,Titanes,35,5,4,2,3,8,1,3,5
7.0,StepBros,34,18,0,5,5,9,5,1,6
8.0,NotoriousDreams,28,2,11,18,0,5,0,6,1
9.0,Rt66 Bandits,17,9,3,13,1,10,5,10,1
10.0,Packet Loss,16,4,3,12,0,7,1,14,2
11.0,Team 3G,13,14,0,15,2,14,0,4,3
12.0,TeamDreams,11,19,1,9,1,17,0,5,3
13.0,Conquest Gaming,9,6,1,8,0,12,2,17,0
14.0,S2 Alliance,9,10,0,16,0,4,1,18,1
15.0,Amusement416,7,13,0,17,0,16,0,7,3
16.0,Fuego,6,16,0,6,1,11,0,12,0
17.0,Filii Martis,5,11,0,11,0,6,0,16,0
18.0,Capricorn,4,20,0,19,0,18,0,11,3
19.0,Sins name sins,4,17,0,7,1,0,0,0,0
20.0,DFA,1,15,0,20,0,0,0,0,0
