Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,SMP,65,1,10,2,9,16,0,1,13
2.0,Alliance Esports,49,13,1,1,8,1,13,9,0
3.0,O TAMA,43,4,10,13,2,4,8,6,9
4.0,Evil Eye,42,9,3,7,5,8,1,2,17
5.0,Plimbo,38,2,8,6,0,7,7,3,1
6.0,ChocolateMilk,25,5,3,17,0,2,8,15,0
7.0,NightMare Red,24,10,10,10,1,15,5,11,2
8.0,BOT,22,16,0,4,9,11,1,4,1
9.0,Facts on That,19,11,1,5,5,6,0,10,3
10.0,Yess,16,17,0,3,6,14,1,12,0
11.0,OwO,15,20,0,15,0,3,2,5,1
12.0,LostBoyz,14,12,4,12,3,12,3,14,0
13.0,ChamplainEsports,12,8,4,14,0,10,0,7,0
14.0,Red Guardians,11,3,1,11,0,13,0,13,0
15.0,SQS Gaming,9,15,0,9,3,17,0,8,1
16.0,WASH,6,7,0,8,0,18,0,17,1
17.0,Mexa Dream Team,5,18,1,19,0,5,0,16,0
18.0,Los Nenuckles,4,14,0,18,0,9,1,19,0
19.0,Team vex,3,6,0,16,0,19,0,18,0
20.0,Monke,0,19,0,20,0,20,0,20,0
