Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,LZR,78,1,14,5,8,1,8,1,8
2.0,FNG NEW ERA,68,19,0,1,18,6,13,6,19
3.0,ZERO,46,5,13,4,0,2,9,4,1
4.0,Chesco,40,3,3,17,0,3,9,2,5
5.0,SCARRA LOVERS,37,2,3,2,6,5,5,15,0
6.0,DoorKickingGang,17,14,1,18,0,7,0,5,8
7.0,IFE,15,18,0,10,5,17,1,8,5
8.0,MXGamers,15,16,3,6,5,16,0,7,1
9.0,Sussy Bakas,15,4,6,11,0,11,0,13,1
10.0,RLP,14,7,1,15,0,9,0,3,0
11.0,Houston Angels,12,8,0,9,4,14,0,12,2
12.0,TTV Squad,11,17,0,8,0,4,3,14,0
13.0,Sauce Packets,11,11,0,3,0,13,0,9,0
14.0,AFK,10,6,0,12,3,15,0,10,0
15.0,The Inmortals,9,10,2,7,0,12,0,11,0
16.0,1 vs Lobby,8,15,3,13,0,8,1,18,0
17.0,The Kant Krew,6,9,3,14,0,18,0,16,0
18.0,Nobody,3,13,0,16,0,10,0,17,0
19.0,Stick Drift,1,12,0,20,0,0,0,0,0
20.0,AZA,0,20,0,0,0,0,0,0,0
