Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,SUP,59,7,5,1,16,15,1,2,12
2.0,BAD,56,1,10,5,2,12,1,1,14
3.0,TGJ,47,3,9,11,3,1,9,14,5
4.0,ForcesGG,34,2,6,4,1,10,7,9,2
5.0,Just Having Fun,33,8,1,2,11,6,3,6,1
6.0,Young Prodigies,32,4,6,9,0,7,5,3,4
7.0,BQB,31,16,0,16,5,5,8,4,9
8.0,Team Name,27,10,4,7,3,4,4,7,3
9.0,JOYBOYS,24,11,5,6,1,2,5,17,0
10.0,Beyond Legendz,19,15,0,3,4,13,0,5,2
11.0,Birds of Prey,14,20,0,8,2,3,2,13,0
12.0,Phenoms,9,14,3,15,0,17,3,11,0
13.0,Team Tempest X,9,5,1,12,0,9,0,16,1
14.0,F5 twisters,6,6,0,19,0,11,1,15,0
15.0,The Wet Bandits,6,12,0,10,0,8,1,18,0
16.0,UORG,4,13,0,17,1,19,0,12,1
17.0,AVS,4,18,1,18,0,14,0,8,0
18.0,Dunk Squad,4,9,1,14,0,16,0,19,0
19.0,OnTheRocks,4,17,1,13,0,18,0,10,0
20.0,RISK,0,19,0,20,0,20,0,20,0
