Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,AST,70,14,11,4,9,1,15,3,10
2.0,MoJo,63,1,7,1,7,12,2,1,10
3.0,Never Lucky,58,2,13,2,8,13,5,5,9
4.0,LMX,43,3,4,10,2,2,12,6,4
5.0,BBJ,27,13,0,11,0,4,2,2,9
6.0,BarnYard Bandits,23,5,0,15,7,10,5,12,3
7.0,UNDD,18,4,6,14,3,17,0,10,1
8.0,Zero Creativity,18,12,2,20,1,3,4,13,2
9.0,quest gaming,16,8,2,6,0,7,0,4,1
10.0,The Not Squad,15,11,0,5,3,5,0,14,2
11.0,DaBabyGaming,14,6,7,17,3,15,0,19,0
12.0,HYPERION,14,10,0,3,1,6,0,11,0
13.0,DPRK,12,7,0,12,3,18,0,8,3
14.0,Team Not Signed,11,19,0,9,3,14,4,15,0
15.0,EZ W's,11,9,4,19,0,8,0,9,1
16.0,Stars Raws,8,20,0,8,1,20,0,7,2
17.0,BlueDevilsGaming,6,15,0,18,0,11,4,18,0
18.0,Shift Workers,4,17,1,7,0,19,0,17,0
19.0,Team Supr3me,2,18,0,16,0,9,0,16,0
20.0,Nessie and Peeps,1,16,0,13,0,16,0,20,0
