Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,END,87,4,2,3,6,1,9,2,4,1,14,5,3,Lobby 1
2.0,4ChineseHorseman,84,5,2,1,10,5,11,1,13,13,0,3,8,Lobby 1
3.0,BOG,66,1,12,7,5,10,1,3,8,5,6,4,1,Lobby 1
4.0,IFPD,61,7,8,15,1,3,14,4,8,16,3,7,8,Lobby 1
5.0,September,48,12,0,2,9,7,0,9,1,8,0,1,9,Lobby 1
6.0,CKB,45,3,5,18,1,11,1,11,3,3,4,2,6,Lobby 1
7.0,NANYANG,43,2,3,17,0,8,2,5,4,4,5,9,7,Lobby 1
8.0,Job Seekers,37,8,0,11,3,2,2,8,1,2,8,17,0,Lobby 1
9.0,MXT,30,19,1,4,15,19,0,17,5,18,3,13,0,Lobby 1
10.0,HEK TEW,26,13,4,6,3,15,4,12,3,7,0,8,1,Lobby 1
11.0,DREAM,23,9,3,5,2,14,0,13,3,6,0,6,1,Lobby 1
12.0,LNW,19,10,2,13,0,4,4,7,0,15,0,11,0,Lobby 1
13.0,Systematic,18,6,5,12,2,9,2,15,0,9,0,18,0,Lobby 1
14.0,TEXT XENION,16,15,1,10,0,20,0,14,0,10,3,10,4,Lobby 1
15.0,AU Skyrise,14,16,0,16,0,18,1,18,0,11,8,12,3,Lobby 1
16.0,EVO.Supreme,12,14,4,8,2,6,0,19,0,20,0,19,0,Lobby 1
17.0,OGL,10,11,1,14,0,13,1,6,1,19,0,15,0,Lobby 1
18.0,DVG,9,17,0,9,2,12,0,10,0,14,0,16,1,Lobby 1
19.0,Quentiam,5,20,0,20,0,16,0,20,0,12,3,14,0,Lobby 1
20.0,6969,0,18,0,19,0,17,0,16,0,17,0,20,0,Lobby 1
1.0,Juiced,66,1,8,2,9,6,3,7,5,4,8,12,0,Lobby 2
2.0,LH,64,3,8,10,0,2,8,15,3,6,3,1,8,Lobby 2
3.0,Antiaa,59,4,1,8,5,1,16,6,5,7,3,6,1,Lobby 2
4.0,Inferno DRT,53,15,0,3,4,3,9,1,9,10,1,16,1,Lobby 2
5.0,OC,53,8,1,1,5,4,4,4,4,12,0,3,7,Lobby 2
6.0,BTCxWGG,49,2,8,5,5,14,0,11,0,1,7,10,0,Lobby 2
7.0,Overclocked,39,20,0,20,0,19,0,13,3,2,9,2,8,Lobby 2
8.0,EMM,36,9,7,7,5,8,6,5,4,16,0,8,1,Lobby 2
9.0,Evolution NewGen,36,6,0,14,1,12,2,10,0,3,7,5,8,Lobby 2
10.0,Hardstucks,32,18,0,11,0,9,1,9,8,5,7,11,6,Lobby 2
11.0,South Cartel,29,16,0,12,6,20,0,2,10,13,2,18,0,Lobby 2
12.0,GBR,27,10,6,17,0,16,2,3,2,18,3,7,2,Lobby 2
13.0,DNT,20,17,0,4,7,15,0,14,0,8,2,15,1,Lobby 2
14.0,R.Harmony,19,14,3,18,3,18,3,20,0,9,0,4,2,Lobby 2
15.0,Soosmar slayer,18,5,5,9,5,13,0,19,0,19,0,14,0,Lobby 2
16.0,GOD OF DREAM,16,7,2,15,1,7,0,12,0,15,0,13,3,Lobby 2
17.0,Multicultural,11,13,0,13,0,5,1,8,0,14,0,17,1,Lobby 2
18.0,CRYPTICUS,7,12,0,6,0,10,1,17,0,17,0,20,0,Lobby 2
19.0,Sigma Gamers,6,11,0,19,0,11,0,16,0,11,1,9,0,Lobby 2
20.0,C00kedGamingClan,1,19,0,16,0,17,0,18,1,20,0,20,0,Lobby 2
