,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,EVO BERZ,67,67
1,2.0,WGGxPK,59,59
2,3.0,HeadHunters,49,49
3,4.0,PG,37,37
4,5.0,DifferentBreed,23,23
5,6.0,StrawberryJam,20,20
6,7.0,RJININ,20,20
7,8.0,Antiaa,19,19
8,9.0,Nim Nim Esport,18,18
9,10.0,iON,16,16
10,11.0,Triple Threat OG,12,12
11,12.0,KARAVEL Aegis,9,9
12,13.0,NOPLAY2,8,8
13,14.0,Freedom,6,6
