,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,TX,104,104
1,2.0,WGGxBTC,42,42
2,3.0,QE.NY,36,36
3,4.0,Bot Bot,25,25
4,5.0,Haiya,25,25
5,6.0,MBTN,22,22
6,7.0,NMLS,21,21
7,8.0,Tomato town,19,19
8,9.0,South Cartel,16,16
9,10.0,Team Shinigami,16,16
10,11.0,CHAWDOY,13,13
11,12.0,Team Hydro,13,13
12,13.0,SkarptSinne,11,11
13,14.0,Sanak Family,4,4
