,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,SNG,71,71
1,2.0,RL.XV,36,36
2,3.0,DREAM,35,35
3,4.0,Incorporated,33,33
4,5.0,Vaczer Esport,33,33
5,6.0,IFPD,32,32
6,7.0,PWLS,32,32
7,8.0,Conquerors,12,12
8,9.0,AnythinG,10,10
9,10.0,Team eXplicit,10,10
10,11.0,SAINTS,10,10
11,12.0,GOB boomers,9,9
12,13.0,High Legends,7,7
