,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,On the Sticks,71,71
1,2.0,LittleMeow,59,59
2,3.0,NonetWork,51,51
3,4.0,LAG,37,37
4,5.0,Hardstuck D4,33,33
5,6.0,Boink Gang,29,29
6,7.0,God's Geek Gang,15,15
7,8.0,Team Lockdown,14,14
8,9.0,Astreaks Gaming,12,12
9,10.0,Triple Cobra,11,11
10,11.0,Wize,9,9
11,12.0,Team Bubbikins,8,8
12,13.0,EZ4CLAP,7,7
13,14.0,MamuMonster,4,4
