,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 9, 2021 - 12:00 BSTWorld's Edge Odin Gamers Wisps Red Riot","Round 1 Round 1 October 9, 2021 - 12:00 BSTWorld's Edge Odin Gamers Wisps Red Riot","Round 2 Round 2 October 9, 2021 - 12:35 BSTWorld's Edge Red Riot Phoenix Odin Gamers","Round 2 Round 2 October 9, 2021 - 12:35 BSTWorld's Edge Red Riot Phoenix Odin Gamers","Round 3 Round 3 October 9, 2021 - 13:10 BSTWorld's Edge ZAB Red Riot LEGION","Round 3 Round 3 October 9, 2021 - 13:10 BSTWorld's Edge ZAB Red Riot LEGION","Round 4 Round 4 October 9, 2021 - 13:45 BSTWorld's Edge Chiefs LEGION ZAB","Round 4 Round 4 October 9, 2021 - 13:45 BSTWorld's Edge Chiefs LEGION ZAB"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,Red Riot,67,3,6,1,17,2,10,4,1
1,2.0,OG,57,1,17,3,8,6,2,10,6
2,3.0,LEGION,48,5,2,4,3,3,9,2,9
3,4.0,ZAB,40,8,1,6,1,1,10,3,4
4,5.0,Chiefs,30,4,3,9,0,9,0,1,6
5,6.0,Wisps,25,2,5,10,4,14,0,5,0
6,7.0,Abysse,22,7,0,12,1,5,4,6,6
7,8.0,Aesir,21,12,0,7,4,7,2,7,5
8,9.0,Phoenix,16,14,1,2,1,8,0,9,0
9,10.0,Carnage,11,11,2,14,0,4,1,12,0
10,11.0,AGILE,9,9,0,5,1,11,0,11,0
11,12.0,Wait For Top 6,8,10,1,8,0,12,0,8,0
12,13.0,Trixx,6,13,0,11,0,10,0,13,1
13,14.0,Squirtle Squad,6,6,0,13,0,13,0,14,0
