,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,Round 1 Round 1 April 11 2022 - 17:40 GMTWorld's Edge KYKLOS Slappers Cool Gaming LTD,Round 1 Round 1 April 11 2022 - 17:40 GMTWorld's Edge KYKLOS Slappers Cool Gaming LTD,Round 2 Round 2 April 11 2022 - 18:10 GMTWorld's Edge TikTokGang Cool Gaming LTD POLSKA GUROM,Round 2 Round 2 April 11 2022 - 18:10 GMTWorld's Edge TikTokGang Cool Gaming LTD POLSKA GUROM,Round 3 Round 3 April 11 2022 - 18:40 GMTWorld's Edge b0ts ZBW KYKLOS,Round 3 Round 3 April 11 2022 - 18:40 GMTWorld's Edge b0ts ZBW KYKLOS,Round 4 Round 4 April 11 2022 - 19:10 GMTStorm Point Space Pigeons SZN b0ts,Round 4 Round 4 April 11 2022 - 19:10 GMTStorm Point Space Pigeons SZN b0ts,Round 5 Round 5 April 11 2022 - 19:40 GMTStorm Point b0ts SMG Crew Esport Ratio,Round 5 Round 5 April 11 2022 - 19:40 GMTStorm Point b0ts SMG Crew Esport Ratio,Round 6 Round 6 April 11 2022 - 20:10 GMTStorm Point Ratio b0ts drain gang,Round 6 Round 6 April 11 2022 - 20:10 GMTStorm Point Ratio b0ts drain gang
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,b0ts,95,9,3,19,0,1,9,3,10,1,15,2,16
1,2.0,CG,58,3,9,2,11,12,4,17,0,4,8,12,3
2,3.0,Ratio,51,5,4,6,3,8,3,9,0,3,5,1,6
3,4.0,ZBW,49,6,5,4,8,2,8,19,2,12,1,6,4
4,5.0,SNK,43,7,10,8,6,6,4,5,2,9,2,9,3
5,6.0,drain,43,4,7,5,1,4,5,8,1,19,0,3,6
6,7.0,XD,41,17,3,10,7,16,3,4,11,8,6,10,0
7,8.0,TTG,40,16,0,1,8,9,1,20,1,5,3,4,4
8,9.0,POLSKA,37,14,0,3,3,5,6,10,1,10,5,7,3
9,10.0,SPPI,33,12,3,11,1,19,0,1,11,16,0,5,0
10,11.0,KYKLOS,31,1,4,9,0,3,2,14,3,20,0,17,0
11,12.0,SLAP,27,2,11,20,0,7,0,13,1,13,0,11,0
12,13.0,SZN,23,15,0,18,0,18,3,2,4,17,3,8,1
13,14.0,NCJA,22,13,0,7,5,11,3,7,5,15,0,18,0
14,15.0,SMG,18,18,0,17,0,15,0,18,2,2,6,20,0
15,16.0,Reset,14,11,0,14,4,17,3,12,0,7,1,19,0
16,17.0,LPOG,10,10,0,13,0,13,0,11,1,18,0,13,3
17,18.0,YK,10,8,0,15,0,20,1,6,2,11,0,16,0
18,19.0,VNX,8,20,0,12,0,10,1,16,0,14,0,15,2
19,20.0,TOM,6,19,0,16,0,14,0,15,0,6,0,14,0
