,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 31, 2021 - 12:00 GMTWorld's Edge T-Rex SJP2 Team Huskies Esports","Round 1 Round 1 October 31, 2021 - 12:00 GMTWorld's Edge T-Rex SJP2 Team Huskies Esports","Round 2 Round 2 October 31, 2021 - 12:30 GMTWorld's Edge Abysse NoHalo CRAZYx3","Round 2 Round 2 October 31, 2021 - 12:30 GMTWorld's Edge Abysse NoHalo CRAZYx3","Round 3 Round 3 October 31, 2021 - 16:00 GMTWorld's Edge T-Rex ThatsNotaBoulder SJP2","Round 3 Round 3 October 31, 2021 - 16:00 GMTWorld's Edge T-Rex ThatsNotaBoulder SJP2","Round 4 Round 4 October 31, 2021 - 16:30 GMTWorld's Edge NoHalo Team Huskies Esports Abysse","Round 4 Round 4 October 31, 2021 - 16:30 GMTWorld's Edge NoHalo Team Huskies Esports Abysse"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,NoHalo,55,8,5,2,11,15,3,1,12
1,2.0,TREX,49,1,13,10,1,1,7,17,2
2,3.0,SJP2,47,2,14,18,0,3,8,6,6
3,4.0,Abysse,46,4,2,1,8,4,1,3,6
4,5.0,CRAZYx3,41,16,3,3,9,6,9,10,8
5,6.0,POLSKA,32,10,1,5,9,7,4,4,4
6,7.0,ThatsNotaBoulder,30,7,6,14,0,2,8,14,2
7,8.0,HKE,27,3,0,16,3,16,1,2,7
8,9.0,WICKED,17,17,0,6,5,11,3,9,3
9,10.0,Are we in,15,12,2,15,0,5,6,12,0
10,11.0,HLDC,13,9,3,17,0,10,5,13,0
11,12.0,weeboys,12,6,3,19,0,12,0,7,2
12,13.0,Wisps,12,14,0,4,2,19,0,5,0
13,14.0,Justthreeplayers,11,19,0,7,4,13,0,11,2
14,15.0,Vicimus,11,5,5,9,0,18,0,18,0
15,16.0,JediKnights,7,18,1,13,0,17,0,8,3
16,17.0,White Clover,6,13,0,8,1,9,0,19,0
17,18.0,PS,5,11,1,12,0,14,0,15,0
18,19.0,Dojo,5,15,0,11,0,8,1,16,0
19,20.0,25,0,20,0,20,0,20,0,20,0
