,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 23, 2021 - 14:20 JSTWorld's Edge Root Union Gaming Zenith Crest Gaming","Round 1 Round 1 October 23, 2021 - 14:20 JSTWorld's Edge Root Union Gaming Zenith Crest Gaming","Round 2 Round 2 October 23, 2021 - 14:55 JSTWorld's Edge RAZE e-sports Schwarzerland SyS","Round 2 Round 2 October 23, 2021 - 14:55 JSTWorld's Edge RAZE e-sports Schwarzerland SyS","Round 3 Round 3 October 23, 2021 - 16:05 JSTWorld's Edge Team Solid Schwarzerland SyS","Round 3 Round 3 October 23, 2021 - 16:05 JSTWorld's Edge Team Solid Schwarzerland SyS","Round 4 Round 4 October 23, 2021 - 16:40 JSTWorld's Edge YaBaL NANB shes","Round 4 Round 4 October 23, 2021 - 16:40 JSTWorld's Edge YaBaL NANB shes","Round 5 Round 5 October 23, 2021 - 17:15 JSTWorld's Edge EXiA Gaming Korea RAZE e-sports 3DONE","Round 5 Round 5 October 23, 2021 - 17:15 JSTWorld's Edge EXiA Gaming Korea RAZE e-sports 3DONE","Round 6 Round 6 October 23, 2021 - 19:35 JSTWorld's Edge HIT e-sports shes NANB","Round 6 Round 6 October 23, 2021 - 19:35 JSTWorld's Edge HIT e-sports shes NANB"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,shes,71,4,12,12,3,9,6,3,8,4,1,2,12
1,2.0,ScL,52,5,5,2,9,2,7,10,0,11,2,7,1
2,3.0,RAZE,49,13,6,1,6,15,3,14,0,2,10,19,0
3,4.0,HIT,47,15,0,5,4,16,0,15,3,16,1,1,21
4,5.0,ARK5,41,14,0,18,0,7,8,4,7,14,2,4,9
5,6.0,YaBaL,41,19,0,7,7,17,0,1,12,8,1,9,2
6,7.0,SyS,40,8,1,3,4,3,4,8,0,18,3,5,6
7,8.0,EXiA KR,38,6,0,11,5,18,3,5,3,1,7,18,0
8,9.0,NFM,36,7,8,17,0,6,4,18,2,10,10,12,3
9,10.0,Crest,33,3,6,8,5,19,0,9,2,6,3,14,2
10,11.0,Solid,32,9,3,9,3,1,8,17,0,15,0,15,0
11,12.0,NANB,32,10,0,6,0,11,2,2,6,13,0,3,1
12,13.0,3DONE,31,16,3,15,2,12,3,13,4,3,6,11,2
13,14.0,BlackGorillaN,30,11,4,4,3,8,1,7,0,5,5,8,0
14,15.0,RUG,26,1,3,19,0,13,3,19,1,9,0,6,1
15,16.0,Zenith,25,2,3,14,0,4,4,11,0,19,0,10,0
16,17.0,GEMI,17,17,0,13,4,14,1,12,8,17,0,17,1
17,18.0,Eclat,14,18,0,10,0,5,0,6,0,7,1,13,0
18,19.0,Fada-one Arcana,11,20,1,16,3,10,0,16,0,12,0,16,4
19,20.0,DXM,10,12,9,20,0,20,0,20,0,20,0,20,0
