,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 23, 2021 - 14:20 JSTWorld's Edge LFT wax KaisenDONDON Fujii Gaming","Round 1 Round 1 October 23, 2021 - 14:20 JSTWorld's Edge LFT wax KaisenDONDON Fujii Gaming","Round 2 Round 2 October 23, 2021 - 14:55 JSTWorld's Edge Team GENIUS RAVENS Orange Curacao","Round 2 Round 2 October 23, 2021 - 14:55 JSTWorld's Edge Team GENIUS RAVENS Orange Curacao","Round 3 Round 3 October 23, 2021 - 16:05 JSTWorld's Edge Revolution in Esports Affairs Herja Fujii Gaming TSURUGI eSports","Round 3 Round 3 October 23, 2021 - 16:05 JSTWorld's Edge Revolution in Esports Affairs Herja Fujii Gaming TSURUGI eSports","Round 4 Round 4 October 23, 2021 - 16:40 JSTWorld's Edge Team ORCINUS TSURUGI eSports WILL-O-WISP AXIS","Round 4 Round 4 October 23, 2021 - 16:40 JSTWorld's Edge Team ORCINUS TSURUGI eSports WILL-O-WISP AXIS","Round 5 Round 5 October 23, 2021 - 17:15 JSTWorld's Edge KaisenDONDON TSURUGI eSports NarraTive Vanshee","Round 5 Round 5 October 23, 2021 - 17:15 JSTWorld's Edge KaisenDONDON TSURUGI eSports NarraTive Vanshee","Round 6 Round 6 October 23, 2021 - 19:35 JSTWorld's Edge RAVENS BEXT e-Sports Orange Curacao","Round 6 Round 6 October 23, 2021 - 19:35 JSTWorld's Edge RAVENS BEXT e-Sports Orange Curacao"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,KaisenDONDON,66,2,8,17,0,11,1,4,10,1,12,6,5
1,2.0,RAVENS,62,17,2,2,6,4,7,10,0,14,0,1,18
2,3.0,TSURUGI,61,20,0,12,0,3,0,2,18,2,10,10,5
3,4.0,OC,49,7,3,3,6,5,2,12,0,5,5,3,7
4,5.0,Fujii Gaming,46,3,1,8,4,2,10,8,2,17,0,5,5
5,6.0,BEXT,43,11,2,16,0,12,0,6,9,10,7,2,9
6,7.0,REAH,41,18,0,14,3,1,12,11,2,4,1,11,3
7,8.0,LFT wax,39,1,11,19,1,17,4,14,0,8,6,14,1
8,9.0,GENIUS,35,14,0,1,7,10,4,9,3,16,0,12,3
9,10.0,NrTv.Vs,32,19,4,4,6,13,3,18,0,3,6,20,0
10,11.0,ORC,31,9,1,18,2,8,4,1,4,9,0,9,0
11,12.0,WYV,26,5,7,7,3,15,1,7,1,18,1,15,1
12,13.0,WOW.AXIS,26,12,2,11,2,6,4,3,5,15,0,18,0
13,14.0,Next,22,6,8,9,3,9,2,15,0,20,0,13,0
14,15.0,Serpens,19,8,1,5,0,18,0,13,0,11,4,4,1
15,16.0,ICHC,18,15,1,13,6,14,0,19,3,6,2,17,0
16,17.0,LandMarkGondola,18,13,1,6,4,16,1,5,4,19,0,16,0
17,18.0,Scarlet Fox,15,4,2,20,0,19,3,20,0,7,0,8,0
18,19.0,JDT,14,10,0,10,3,7,1,17,0,12,2,19,0
19,20.0,Ark cha Puppy,5,16,0,15,0,20,0,16,0,13,0,7,0
