Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
4.0,SkarptSinne,37,73,44,54,11,112,55,37,11,Lobby 3
5.0,LVTHN,22,121,11,63,22,92,0,29,44,Lobby 3
6.0,FLRV,22,29,33,102,0,54,0,63,11,Lobby 3
7.0,September,21,180,0,131,77,37,55,121,0,Lobby 3
8.0,Speed,18,54,55,111,11,102,33,102,0,Lobby 3
9.0,ALZ,16,37,11,82,11,73,0,82,0,Lobby 3
10.0,LAG,15,82,33,92,22,141,44,151,0,Lobby 3
11.0,Teriyaki Boyz,15,63,44,151,0,82,44,111,0,Lobby 3
12.0,Team Shinigami,13,102,11,180,0,151,0,45,44,Lobby 3
13.0,Nostalgic Ferets,12,160,0,141,33,121,0,54,33,Lobby 3
14.0,Wonders Esports,10,151,0,45,33,170,0,141,0,Lobby 3
15.0,6969,9,92,0,170,0,131,0,73,33,Lobby 3
16.0,Team eXplicit,7,131,11,121,44,160,0,160,0,Lobby 3
17.0,Pagan Patrol,5,141,0,73,0,111,0,170,0,Lobby 3
18.0,Ace Players,0,190,0,200,0,200,0,200,0,Lobby 3
19.0,Dark Rangers,0,200,0,200,0,200,0,200,0,Lobby 3
20.0,dongsters,0,170,0,160,0,180,0,180,0,Lobby 3
1.0,EMM,100,37,1515,29,1515,112,1616,112,1414,Lobby 4
2.0,Multicultural,44,112,77,63,0,54,33,29,66,Lobby 4
3.0,OGL,40,92,0,112,1111,45,22,54,44,Lobby 4
4.0,BTCxWGG,30,131,0,54,99,82,55,45,44,Lobby 4
5.0,Systematic,27,45,66,102,33,63,44,141,33,Lobby 4
6.0,Masters Please,26,54,22,37,11,29,0,102,11,Lobby 4
7.0,OC,21,73,0,92,66,92,33,92,33,Lobby 4
8.0,C10H15N,21,29,55,170,0,73,33,151,0,Lobby 4
9.0,Hardstucks,21,63,22,111,0,37,55,82,11,Lobby 4
10.0,EVOLUTION BLACK,19,111,55,160,33,151,11,131,77,Lobby 4
11.0,delaynomore,15,170,0,131,0,102,55,63,44,Lobby 4
12.0,Astreaks Gaming,15,190,0,121,44,170,0,37,33,Lobby 4
13.0,Triple Cobra,13,82,22,141,0,111,33,73,11,Lobby 4
14.0,LightSaber,6,121,33,180,0,121,11,170,0,Lobby 4
15.0,Gamerz,4,151,0,151,0,160,11,111,0,Lobby 4
16.0,MY Shad0w,4,160,0,73,0,141,0,160,0,Lobby 4
17.0,Elegants,3,141,0,82,0,190,0,200,0,Lobby 4
18.0,TEXT XENION,2,200,0,200,0,131,0,121,0,Lobby 4
19.0,Clipped,0,180,0,200,0,180,0,180,0,Lobby 4
20.0,Sunda Gaming,0,200,0,200,0,200,0,200,0,Lobby 4
