Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,OMEGA,54,29,66,37,1111,92,0,112,77
2.0,TCS,53,63,33,112,99,112,88,73,33
3.0,Sobek,35,112,55,29,11,45,11,82,0
4.0,PRDX,34,45,66,54,44,54,22,37,22
5.0,Fluxo Team,34,37,0,63,0,37,1111,45,11
6.0,ICEBERGS,32,54,55,200,0,73,0,29,1111
7.0,LIONS,18,111,0,92,0,29,33,92,11
8.0,LosÁlamosGaming,14,102,0,45,0,63,0,54,0
9.0,Legión de monos,10,82,0,73,0,82,0,63,0
10.0,Tarapaca Gaming,2,92,0,200,0,200,0,200,0
11.0,TBG,2,200,0,102,0,200,0,200,0
