,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,BTH,60,60
1,2.0,Teletubbies,56,56
2,3.0,OMEGA,45,45
3,4.0,NOKID E-SPORTS,31,31
4,5.0,ROCKETZ TEAM,30,30
5,6.0,Vingadores Team,22,22
6,7.0,Taichi Horror,20,20
7,8.0,Yakuza,19,19
8,9.0,PTX,19,19
9,10.0,Dark fears,17,17
10,11.0,EZPIKERS,14,14
11,12.0,SussyBaka,10,10
