,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 12:00 BSTWorld's Edge Vidrovszki IMP Syndicate Morning Stars","Round 1 Round 1 September 25, 2021 - 12:00 BSTWorld's Edge Vidrovszki IMP Syndicate Morning Stars","Round 2 Round 2 September 25, 2021 - 12:35 BSTWorld's Edge Vidrovszki Team Huskies Esports WICKED","Round 2 Round 2 September 25, 2021 - 12:35 BSTWorld's Edge Vidrovszki Team Huskies Esports WICKED","Round 3 Round 3 September 25, 2021 - 13:10 BSTWorld's Edge GVG Morning Stars Vidrovszki","Round 3 Round 3 September 25, 2021 - 13:10 BSTWorld's Edge GVG Morning Stars Vidrovszki","Round 4 Round 4 September 25, 2021 - 13:45 BSTWorld's Edge Morning Stars GVG Lunar","Round 4 Round 4 September 25, 2021 - 13:45 BSTWorld's Edge Morning Stars GVG Lunar"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,SMS,74,3,7,4,9,2,10,1,15
1,2.0,Vidrovszki,72,1,8,1,12,3,14,14,6
2,3.0,GVG,52,4,4,8,2,1,11,2,7
3,4.0,IMP Syndicate,34,2,10,7,1,11,5,7,2
4,5.0,T3W,30,9,11,6,6,7,0,6,2
5,6.0,HKE,28,11,3,2,9,15,0,10,3
6,7.0,Lunar,25,10,2,5,3,9,1,3,4
7,8.0,WICKED,23,8,0,3,6,4,2,15,0
8,9.0,Instalock Jett,20,5,4,12,0,10,3,5,2
9,10.0,Simply_E_Sports,15,15,0,15,0,5,2,8,5
10,11.0,STING,10,13,0,17,0,12,0,4,3
11,12.0,THE GHOST KILLER,10,7,1,9,0,6,0,12,0
12,13.0,Helheim E-sport,8,6,0,14,0,8,0,9,0
13,14.0,U2GRAD,7,12,0,10,0,17,0,13,3
14,15.0,NASA,5,14,0,13,0,13,2,16,0
15,16.0,Netgen esports,2,18,0,11,1,18,0,17,0
16,17.0,HEROES ESPORT,2,17,0,18,0,14,0,11,0
17,18.0,KYKLOS Blue,1,16,1,16,0,16,0,18,0
