,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 16:40 BRTWorld's Edge PiscoSour MonsTer Team ALFA WARRIORS","Round 1 Round 1 September 25, 2021 - 16:40 BRTWorld's Edge PiscoSour MonsTer Team ALFA WARRIORS","Round 2 Round 2 September 25, 2021 - 17:15 BRTWorld's Edge ROCKETZ TEAM Tekila Most Valuable","Round 2 Round 2 September 25, 2021 - 17:15 BRTWorld's Edge ROCKETZ TEAM Tekila Most Valuable","Round 3 Round 3 September 25, 2021 - 17:50 BRTWorld's Edge Duty calls Union eSports Br Natural Killer","Round 3 Round 3 September 25, 2021 - 17:50 BRTWorld's Edge Duty calls Union eSports Br Natural Killer","Round 4 Round 4 September 25, 2021 - 18:25 BRTWorld's Edge Tekila Union eSports Br Slav Animals","Round 4 Round 4 September 25, 2021 - 18:25 BRTWorld's Edge Tekila Union eSports Br Slav Animals","Round 5 Round 5 September 25, 2021 - 19:00 BRTWorld's Edge ZETTA Tekila Blagueur","Round 5 Round 5 September 25, 2021 - 19:00 BRTWorld's Edge ZETTA Tekila Blagueur","Round 6 Round 6 September 25, 2021 - 19:35 BRTWorld's Edge OnlyFlans ALFA WARRIORS Slav Animals","Round 6 Round 6 September 25, 2021 - 19:35 BRTWorld's Edge OnlyFlans ALFA WARRIORS Slav Animals"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,TK,69,19,3,2,6,5,5,1,7,2,11,11,2
1,2.0,MVP,68,5,11,3,6,6,5,4,3,5,13,9,5
2,3.0,MonsTer Team,54,2,15,7,4,15,1,11,7,6,2,6,5
3,4.0,Slav Animals,47,15,0,5,4,4,5,3,6,7,0,3,5
4,5.0,OF,44,8,3,8,1,11,1,7,4,4,7,1,3
5,6.0,USB,41,9,3,19,1,2,4,2,5,13,0,5,3
6,7.0,Natural Killer,40,10,4,20,0,3,11,16,6,18,0,4,5
7,8.0,Duty calls,39,6,5,11,3,1,9,10,1,17,0,7,0
8,9.0,ZETTA,38,4,0,17,0,7,3,17,0,1,8,8,5
9,10.0,ROCKETZ TEAM,37,11,1,1,11,8,2,15,0,8,1,10,2
10,11.0,PiscoSour,36,1,8,4,4,9,4,14,0,19,0,19,0
11,12.0,ALFA WARRIORS,34,3,3,16,0,12,2,13,0,10,0,2,9
12,13.0,UltiMaTuM,24,7,0,6,8,13,0,5,1,12,3,17,0
13,14.0,Blagueur,21,17,0,18,3,18,0,20,0,3,9,12,1
14,15.0,KARMA K41,18,20,0,12,4,17,0,6,6,11,0,16,3
15,16.0,AGCL,17,12,1,10,0,10,0,8,6,16,0,13,2
16,17.0,NO MERCY,10,13,0,13,0,16,3,18,0,9,2,15,0
17,18.0,sFx,9,16,0,14,3,19,0,12,1,15,0,14,1
18,19.0,Os MIAU,9,14,0,15,0,14,3,9,0,14,0,18,0
19,20.0,Team wascka,2,18,0,9,0,20,0,19,0,20,0,20,0
