,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 12:00 PDTWorld's Edge DNAnuals The Dreamers DarkRoyalNation","Round 1 Round 1 September 25, 2021 - 12:00 PDTWorld's Edge DNAnuals The Dreamers DarkRoyalNation","Round 2 Round 2 September 25, 2021 - 12:35 PDTWorld's Edge DNAnuals Gods Plan Gaming Mike wazoski","Round 2 Round 2 September 25, 2021 - 12:35 PDTWorld's Edge DNAnuals Gods Plan Gaming Mike wazoski","Round 3 Round 3 September 25, 2021 - 13:10 PDTWorld's Edge Mike wazoski The Dreamers Hunter Legends","Round 3 Round 3 September 25, 2021 - 13:10 PDTWorld's Edge Mike wazoski The Dreamers Hunter Legends","Round 4 Round 4 September 25, 2021 - 13:45 PDTWorld's Edge Spooky Scary Neanderthals Gods Plan Gaming","Round 4 Round 4 September 25, 2021 - 13:45 PDTWorld's Edge Spooky Scary Neanderthals Gods Plan Gaming"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,DNAnuals,50,1,4,1,16,12,3,9,0
1,2.0,NEAN,46,8,7,9,6,9,4,2,14
2,3.0,Spooky Scary,46,6,11,13,0,6,1,1,15
3,4.0,Gods Plan Gaming,36,9,2,2,5,5,6,3,1
4,5.0,Mike wazoski,34,10,0,3,4,1,8,14,0
5,6.0,Raised By Wolves,28,4,5,7,4,4,3,6,0
6,7.0,The Dreamers,28,2,1,12,0,2,5,7,0
7,8.0,Hunter Legends,26,5,5,8,0,3,1,5,3
8,9.0,DarkRoyalNation,21,3,2,11,0,8,3,4,1
9,10.0,6ide,16,12,0,5,2,7,3,10,1
10,11.0,Therealmoxys,12,7,0,4,1,14,0,8,0
11,12.0,Foo's Gone W1ld,9,13,0,10,0,10,0,13,3
12,13.0,Ignition Team,6,11,0,6,0,11,0,12,0
13,14.0,Hardstuck Plat,4,14,0,14,0,13,0,11,0
14,15.0,Koatl esports,0,0,0,0,0,0,0,0,0
