,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 12:00 PDTWorld's Edge Team Yess Team vex Los Nenuckles","Round 1 Round 1 September 25, 2021 - 12:00 PDTWorld's Edge Team Yess Team vex Los Nenuckles","Round 2 Round 2 September 25, 2021 - 12:35 PDTWorld's Edge Alliance Esports BOT Team vex","Round 2 Round 2 September 25, 2021 - 12:35 PDTWorld's Edge Alliance Esports BOT Team vex","Round 3 Round 3 September 25, 2021 - 13:10 PDTWorld's Edge Alliance Esports BOT Team Yess","Round 3 Round 3 September 25, 2021 - 13:10 PDTWorld's Edge Alliance Esports BOT Team Yess","Round 4 Round 4 September 25, 2021 - 13:45 PDTWorld's Edge BOT LostBoyz Washed","Round 4 Round 4 September 25, 2021 - 13:45 PDTWorld's Edge BOT LostBoyz Washed"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,BOT,83,8,5,2,8,2,18,1,20
1,2.0,Yess,64,1,14,6,11,3,9,8,6
2,3.0,Alliance Esports,50,14,0,1,11,1,6,7,5
3,4.0,Team vex,24,2,2,3,0,7,1,9,0
4,5.0,LostBoyz,21,6,4,11,0,12,0,2,3
5,6.0,Monke,19,5,4,12,2,8,3,14,2
6,7.0,WASH,19,15,0,4,4,9,0,3,0
7,8.0,ChamplainEsports,18,4,6,14,0,13,0,4,0
8,9.0,Red Guardians,15,11,0,8,1,4,2,5,0
9,10.0,Los Nenuckles,15,3,0,13,0,5,0,10,1
10,11.0,Bronze Players,14,9,0,5,2,14,3,12,1
11,12.0,SpiicyBois,11,12,0,7,0,6,0,6,1
12,13.0,Pehdzeh Ki,7,7,1,15,0,15,0,11,0
13,14.0,BibisLive,7,10,0,10,0,10,0,15,0
14,15.0,KING OF HELL,5,13,0,9,0,11,0,13,0
