Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split
14.0,Baj,17,13,0,13,0,5,0,16,0,Lobby 2,Semifinals,12.0,0.0,2.0,1.0,Split_2
15.0,SOT,16,17,0,4,3,12,0,6,1,Lobby 2,Semifinals,8.0,0.0,15.0,0.0,Split_2
16.0,LIGJR,14,3,0,12,1,17,2,18,2,Lobby 2,Semifinals,16.0,1.0,17.0,0.0,Split_2
17.0,AmK,14,6,2,9,0,18,0,17,0,Lobby 2,Semifinals,7.0,2.0,11.0,1.0,Split_2
18.0,Soosmar slayer,13,19,0,15,4,7,0,7,0,Lobby 2,Semifinals,11.0,0.0,12.0,0.0,Split_2
19.0,OJ,4,16,0,14,0,10,0,12,0,Lobby 2,Semifinals,19.0,0.0,19.0,0.0,Split_2
20.0,TTS,3,11,0,18,0,9,0,20,0,Lobby 2,Semifinals,20.0,0.0,20.0,0.0,Split_2
1.0,DNZY,75,16,0,3,11,2,7,1,17,Lobby 1,Finals,6.0,8.0,13.0,0.0,Split_2
2.0,Phantom,66,19,0,1,6,1,12,15,3,Lobby 1,Finals,4.0,7.0,4.0,3.0,Split_2
3.0,AVG,59,1,18,15,1,5,2,6,13,Lobby 1,Finals,19.0,0.0,12.0,4.0,Split_2
4.0,MDYB,58,13,1,2,7,19,0,9,1,Lobby 1,Finals,9.0,2.0,1.0,21.0,Split_2
5.0,HAKA,45,4,4,13,0,10,2,2,7,Lobby 1,Finals,10.0,0.0,2.0,4.0,Split_2
6.0,Lowkey,43,2,10,8,0,12,0,3,2,Lobby 1,Finals,2.0,3.0,16.0,0.0,Split_2
7.0,iON-H,34,11,0,4,6,3,4,10,1,Lobby 1,Finals,7.0,3.0,9.0,0.0,Split_2
8.0,姐妹花,32,8,2,17,3,16,0,11,0,Lobby 1,Finals,1.0,11.0,15.0,0.0,Split_2
9.0,ARENA,30,9,4,14,1,11,1,20,0,Lobby 1,Finals,3.0,8.0,8.0,3.0,Split_2
10.0,END2,29,5,3,11,4,7,2,12,3,Lobby 1,Finals,13.0,5.0,14.0,1.0,Split_2
11.0,JET,25,20,0,5,9,13,6,17,0,Lobby 1,Finals,18.0,0.0,10.0,3.0,Split_2
12.0,YTS,24,18,3,7,4,4,8,19,0,Lobby 1,Finals,16.0,0.0,20.0,1.0,Split_2
13.0,Horizon,22,15,5,19,0,17,3,13,3,Lobby 1,Finals,14.0,1.0,7.0,4.0,Split_2
14.0,ASC,22,6,2,6,1,6,0,16,0,Lobby 1,Finals,5.0,4.0,17.0,2.0,Split_2
15.0,Sanity,22,3,2,9,0,9,2,5,2,Lobby 1,Finals,11.0,0.0,19.0,0.0,Split_2
16.0,DRG,21,12,0,12,1,14,3,4,2,Lobby 1,Finals,17.0,0.0,5.0,3.0,Split_2
17.0,RZ,20,10,0,10,0,18,1,14,1,Lobby 1,Finals,20.0,0.0,3.0,6.0,Split_2
18.0,RYU,16,14,1,18,0,8,0,7,1,Lobby 1,Finals,8.0,0.0,6.0,3.0,Split_2
19.0,INX,13,7,1,16,0,15,3,8,1,Lobby 1,Finals,15.0,1.0,18.0,0.0,Split_2
20.0,KMF,2,17,0,20,0,20,0,18,0,Lobby 1,Finals,12.0,0.0,11.0,0.0,Split_2
1.0,DNZY,99,2,20,1,11,1,12,1,11,Lobby 1,Quarterfinals,,,,,Split_2
2.0,HP,52,1,10,3,1,5,8,4,5,Lobby 1,Quarterfinals,,,,,Split_2
3.0,Systematic,41,8,5,2,10,2,3,6,0,Lobby 1,Quarterfinals,,,,,Split_2
4.0,Bots,31,11,3,5,9,15,0,3,6,Lobby 1,Quarterfinals,,,,,Split_2
5.0,Lowkey,29,3,6,4,3,10,1,8,3,Lobby 1,Quarterfinals,,,,,Split_2
6.0,MWB,29,5,0,11,0,3,11,5,2,Lobby 1,Quarterfinals,,,,,Split_2
7.0,Monkey Predator,22,12,0,19,0,4,0,2,7,Lobby 1,Quarterfinals,,,,,Split_2
8.0,INX,21,4,3,10,0,14,1,7,6,Lobby 1,Quarterfinals,,,,,Split_2
9.0,VG,18,6,3,16,4,12,4,16,3,Lobby 1,Quarterfinals,,,,,Split_2
10.0,END2,18,16,3,13,1,8,7,10,2,Lobby 1,Quarterfinals,,,,,Split_2
11.0,OJ,16,7,2,9,6,18,1,9,0,Lobby 1,Quarterfinals,,,,,Split_2
12.0,iON-H,15,9,0,8,3,6,4,13,0,Lobby 1,Quarterfinals,,,,,Split_2
13.0,WN,11,18,2,12,3,9,3,18,0,Lobby 1,Quarterfinals,,,,,Split_2
14.0,Chonky Bees,9,10,0,15,5,13,0,17,0,Lobby 1,Quarterfinals,,,,,Split_2
15.0,GOD OF DREAM,7,13,0,17,0,7,0,15,2,Lobby 1,Quarterfinals,,,,,Split_2
16.0,SOLSIS,7,14,0,6,1,11,0,12,0,Lobby 1,Quarterfinals,,,,,Split_2
17.0,SIMP,5,15,0,7,1,17,0,0,0,Lobby 1,Quarterfinals,,,,,Split_2
18.0,Juiced,2,17,0,18,0,16,0,11,1,Lobby 1,Quarterfinals,,,,,Split_2
19.0,DEEZN,1,20,0,14,0,0,0,0,0,Lobby 1,Quarterfinals,,,,,Split_2
20.0,NoC,1,19,0,20,0,19,0,14,0,Lobby 1,Quarterfinals,,,,,Split_2
1.0,ARENA,54,1,14,20,0,20,0,1,16,Lobby 2,Quarterfinals,,,,,Split_2
2.0,RYU,52,6,2,2,13,15,1,2,14,Lobby 2,Quarterfinals,,,,,Split_2
3.0,GSUB,49,8,6,12,2,1,12,9,12,Lobby 2,Quarterfinals,,,,,Split_2
4.0,Phantom,39,5,1,4,10,5,8,7,4,Lobby 2,Quarterfinals,,,,,Split_2
5.0,ASC,34,2,13,6,7,17,0,10,0,Lobby 2,Quarterfinals,,,,,Split_2
6.0,SLA,31,3,11,13,0,10,2,8,6,Lobby 2,Quarterfinals,,,,,Split_2
7.0,DYSON,26,4,5,3,4,9,3,18,0,Lobby 2,Quarterfinals,,,,,Split_2
8.0,Sovereign,25,7,1,1,7,8,0,16,0,Lobby 2,Quarterfinals,,,,,Split_2
9.0,LVTHN,24,9,0,5,1,2,7,15,0,Lobby 2,Quarterfinals,,,,,Split_2
10.0,姐妹花,19,12,1,9,1,6,6,4,0,Lobby 2,Quarterfinals,,,,,Split_2
11.0,Soosmar slayer,18,10,0,8,6,11,5,13,1,Lobby 2,Quarterfinals,,,,,Split_2
12.0,WAR VIKINGS,18,11,3,10,0,3,5,17,0,Lobby 2,Quarterfinals,,,,,Split_2
13.0,KINDOG,12,13,0,15,0,14,3,5,2,Lobby 2,Quarterfinals,,,,,Split_2
14.0,BLANK,12,14,0,18,0,4,1,6,2,Lobby 2,Quarterfinals,,,,,Split_2
15.0,RZ,12,15,1,11,0,13,0,3,1,Lobby 2,Quarterfinals,,,,,Split_2
16.0,GSWRD,10,20,0,16,1,7,3,12,2,Lobby 2,Quarterfinals,,,,,Split_2
17.0,SNM,8,18,0,7,4,18,0,11,0,Lobby 2,Quarterfinals,,,,,Split_2
18.0,67 Richter,2,19,0,14,0,19,0,14,0,Lobby 2,Quarterfinals,,,,,Split_2
19.0,LNW,1,16,0,17,1,16,0,19,0,Lobby 2,Quarterfinals,,,,,Split_2
20.0,heLL,1,17,0,19,0,12,0,20,0,Lobby 2,Quarterfinals,,,,,Split_2
1.0,YTS,79,3,14,2,16,14,3,1,17,Lobby 3,Quarterfinals,,,,,Split_2
2.0,Horizon,40,16,2,5,1,1,17,15,3,Lobby 3,Quarterfinals,,,,,Split_2
3.0,OGL,37,6,0,3,5,2,2,2,2,Lobby 3,Quarterfinals,,,,,Split_2
4.0,AIC WIBU,36,2,5,11,0,6,0,4,13,Lobby 3,Quarterfinals,,,,,Split_2
5.0,AVG,32,8,5,4,9,11,2,5,4,Lobby 3,Quarterfinals,,,,,Split_2
6.0,MDYB,28,13,9,6,2,13,3,8,7,Lobby 3,Quarterfinals,,,,,Split_2
7.0,okok,28,1,13,17,0,16,3,17,0,Lobby 3,Quarterfinals,,,,,Split_2
8.0,MIX-ONE,22,17,3,9,4,7,2,3,1,Lobby 3,Quarterfinals,,,,,Split_2
9.0,BSTD2,20,7,0,1,5,17,0,18,0,Lobby 3,Quarterfinals,,,,,Split_2
10.0,MASQ,16,4,0,15,0,3,0,6,0,Lobby 3,Quarterfinals,,,,,Split_2
11.0,JKs,15,18,0,18,0,4,9,13,0,Lobby 3,Quarterfinals,,,,,Split_2
12.0,DVG,14,5,3,13,0,5,2,16,0,Lobby 3,Quarterfinals,,,,,Split_2
13.0,Boosted,10,12,1,14,2,10,2,14,0,Lobby 3,Quarterfinals,,,,,Split_2
14.0,CHAWDOY,9,19,1,7,0,8,0,7,0,Lobby 3,Quarterfinals,,,,,Split_2
15.0,LGC,9,9,0,8,1,9,0,9,0,Lobby 3,Quarterfinals,,,,,Split_2
16.0,HKUF,7,14,0,10,1,0,0,10,1,Lobby 3,Quarterfinals,,,,,Split_2
17.0,HEAVEN,6,15,0,12,2,15,0,11,0,Lobby 3,Quarterfinals,,,,,Split_2
18.0,NOPLAY2,5,10,0,19,0,12,1,12,0,Lobby 3,Quarterfinals,,,,,Split_2
19.0,tasi,1,11,0,0,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Split_2
20.0,MUDA,0,20,0,16,0,0,0,0,0,Lobby 3,Quarterfinals,,,,,Split_2
1.0,CHILL,62,5,4,2,9,1,17,11,6,Lobby 4,Quarterfinals,,,,,Split_2
2.0,ZeroTwo,39,4,3,8,7,3,5,4,5,Lobby 4,Quarterfinals,,,,,Split_2
3.0,HAKA,37,1,10,11,1,13,0,3,5,Lobby 4,Quarterfinals,,,,,Split_2
4.0,Sanity,37,13,1,1,7,2,3,15,3,Lobby 4,Quarterfinals,,,,,Split_2
5.0,Team Sidai,34,9,6,14,4,6,0,1,6,Lobby 4,Quarterfinals,,,,,Split_2
6.0,SMDG,33,18,1,9,4,14,6,2,10,Lobby 4,Quarterfinals,,,,,Split_2
7.0,JET,30,7,0,3,11,10,0,9,5,Lobby 4,Quarterfinals,,,,,Split_2
8.0,REIGN,27,2,8,5,1,7,1,14,0,Lobby 4,Quarterfinals,,,,,Split_2
9.0,VOID,25,3,9,6,2,8,2,16,0,Lobby 4,Quarterfinals,,,,,Split_2
10.0,DRG,16,11,0,4,1,5,2,7,0,Lobby 4,Quarterfinals,,,,,Split_2
11.0,Baj,15,8,2,10,0,12,5,10,1,Lobby 4,Quarterfinals,,,,,Split_2
12.0,GBR,15,6,1,17,0,4,2,13,3,Lobby 4,Quarterfinals,,,,,Split_2
13.0,KMF,12,12,0,7,1,15,0,6,3,Lobby 4,Quarterfinals,,,,,Split_2
14.0,NCTRY,11,16,2,18,0,9,3,5,0,Lobby 4,Quarterfinals,,,,,Split_2
15.0,SOT,6,15,0,12,2,17,1,12,0,Lobby 4,Quarterfinals,,,,,Split_2
16.0,CORN,4,14,0,16,0,11,0,8,0,Lobby 4,Quarterfinals,,,,,Split_2
17.0,ENERGI,3,10,0,15,0,18,0,0,0,Lobby 4,Quarterfinals,,,,,Split_2
18.0,QUAD,2,17,0,13,0,16,0,17,1,Lobby 4,Quarterfinals,,,,,Split_2
19.0,ANIM,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Split_2
20.0,FPAH,0,0,0,0,0,0,0,0,0,Lobby 4,Quarterfinals,,,,,Split_2
1.0,DNZY,117,11,2,1,22,7,7,1,11,Lobby 1,Semifinals,1.0,20.0,9.0,13.0,Split_2
2.0,VG,57,8,17,5,6,3,12,14,8,Lobby 1,Semifinals,18.0,0.0,20.0,0.0,Split_2
3.0,Phantom,56,3,3,8,4,2,4,11,0,Lobby 1,Semifinals,6.0,3.0,3.0,13.0,Split_2
4.0,Bots,52,1,10,17,0,1,9,12,3,Lobby 1,Semifinals,4.0,0.0,19.0,0.0,Split_2
5.0,ARENA,40,16,0,4,2,4,11,4,5,Lobby 1,Semifinals,14.0,4.0,10.0,0.0,Split_2
6.0,Lowkey,37,7,2,2,8,13,1,9,1,Lobby 1,Semifinals,7.0,3.0,12.0,3.0,Split_2
7.0,Sovereign,37,14,0,18,0,6,2,8,0,Lobby 1,Semifinals,9.0,2.0,1.0,13.0,Split_2
8.0,LVTHN,37,17,1,7,0,11,0,2,11,Lobby 1,Semifinals,5.0,4.0,5.0,0.0,Split_2
9.0,Systematic,34,2,3,6,0,17,0,3,5,Lobby 1,Semifinals,17.0,0.0,4.0,2.0,Split_2
10.0,DYSON,29,5,7,14,3,18,0,7,1,Lobby 1,Semifinals,10.0,0.0,6.0,5.0,Split_2
11.0,姐妹花,27,13,0,19,0,10,0,10,3,Lobby 1,Semifinals,2.0,9.0,15.0,0.0,Split_2
12.0,RYU,26,18,3,3,1,9,1,5,0,Lobby 1,Semifinals,3.0,1.0,16.0,0.0,Split_2
13.0,END2,23,10,1,11,3,19,0,6,4,Lobby 1,Semifinals,8.0,1.0,7.0,3.0,Split_2
14.0,HP,20,15,0,15,1,5,1,16,0,Lobby 1,Semifinals,19.0,0.0,2.0,3.0,Split_2
15.0,INX,19,12,1,10,5,15,3,17,1,Lobby 1,Semifinals,11.0,3.0,11.0,0.0,Split_2
16.0,MWB,19,6,3,9,0,8,2,19,1,Lobby 1,Semifinals,15.0,4.0,13.0,0.0,Split_2
17.0,SLA,18,9,2,12,2,14,6,15,1,Lobby 1,Semifinals,20.0,0.0,8.0,0.0,Split_2
18.0,GSUB,14,4,3,16,0,12,0,18,0,Lobby 1,Semifinals,12.0,1.0,17.0,3.0,Split_2
19.0,Monkey Predator,6,19,0,13,1,16,0,20,0,Lobby 1,Semifinals,13.0,2.0,14.0,0.0,Split_2
20.0,ASC,5,20,0,20,0,20,0,13,4,Lobby 1,Semifinals,16.0,0.0,18.0,0.0,Split_2
1.0,YTS,95,2,18,16,0,1,21,1,14,Lobby 2,Semifinals,10.0,3.0,14.0,3.0,Split_2
2.0,MDYB,82,3,12,13,8,18,3,11,8,Lobby 2,Semifinals,5.0,6.0,2.0,23.0,Split_2
3.0,AIC WIBU,67,8,2,1,8,2,8,4,7,Lobby 2,Semifinals,12.0,3.0,3.0,3.0,Split_2
4.0,Horizon,46,16,1,8,6,15,3,10,5,Lobby 2,Semifinals,2.0,13.0,9.0,2.0,Split_2
5.0,JET,46,1,5,3,13,16,1,9,2,Lobby 2,Semifinals,11.0,0.0,10.0,1.0,Split_2
6.0,DRG,36,19,0,9,0,7,1,13,1,Lobby 2,Semifinals,3.0,3.0,1.0,6.0,Split_2
7.0,CHILL,34,4,4,17,0,12,5,18,0,Lobby 2,Semifinals,4.0,6.0,6.0,5.0,Split_2
8.0,OGL,33,9,1,4,1,4,1,3,2,Lobby 2,Semifinals,9.0,3.0,5.0,0.0,Split_2
9.0,AVG,31,7,1,12,4,13,1,2,5,Lobby 2,Semifinals,14.0,3.0,13.0,1.0,Split_2
10.0,ZeroTwo,28,13,0,5,5,3,4,16,0,Lobby 2,Semifinals,13.0,0.0,4.0,1.0,Split_2
11.0,SMDG,25,5,8,7,4,14,2,17,0,Lobby 2,Semifinals,19.0,0.0,7.0,0.0,Split_2
12.0,Team Sidai,23,18,0,2,2,10,0,15,0,Lobby 2,Semifinals,8.0,3.0,11.0,3.0,Split_2
13.0,MIX-ONE,22,17,0,19,0,17,0,19,0,Lobby 2,Semifinals,1.0,6.0,8.0,2.0,Split_2
14.0,REIGN,16,15,0,6,3,9,0,12,1,Lobby 2,Semifinals,6.0,2.0,18.0,0.0,Split_2
15.0,HAKA,15,6,3,15,0,5,2,8,0,Lobby 2,Semifinals,18.0,0.0,0.0,0.0,Split_2
16.0,okok,13,14,1,11,0,11,0,5,5,Lobby 2,Semifinals,17.0,0.0,16.0,0.0,Split_2
17.0,VOID,11,11,2,18,0,19,0,6,3,Lobby 2,Semifinals,15.0,1.0,17.0,0.0,Split_2
18.0,Sanity,11,12,1,10,1,8,0,7,0,Lobby 2,Semifinals,16.0,0.0,12.0,0.0,Split_2
19.0,MASQ,11,10,0,14,0,6,0,14,0,Lobby 2,Semifinals,7.0,0.0,15.0,0.0,Split_2
20.0,BSTD2,0,20,0,20,0,20,0,20,0,Lobby 2,Semifinals,20.0,0.0,0.0,0.0,Split_2
1.0,YTS,80,1,12,15,2,14,2,1,14,Lobby 1,Finals,3.0,7.0,5.0,6.0,Split_2
2.0,AVG,78,2,12,1,11,18,0,2,10,Lobby 1,Finals,4.0,4.0,7.0,3.0,Split_2
3.0,DNZY,69,4,9,2,12,3,9,16,3,Lobby 1,Finals,17.0,4.0,8.0,9.0,Split_2
4.0,MDYB,64,16,3,3,5,19,0,10,2,Lobby 1,Finals,1.0,12.0,1.0,9.0,Split_2
5.0,ZeroTwo,45,11,0,7,3,4,5,12,1,Lobby 1,Finals,2.0,12.0,9.0,3.0,Split_2
6.0,Phantom,40,15,0,16,0,2,7,8,2,Lobby 1,Finals,13.0,2.0,2.0,7.0,Split_2
7.0,Bots,31,5,2,8,2,1,8,15,0,Lobby 1,Finals,18.0,0.0,17.0,0.0,Split_2
8.0,VG,27,19,0,4,7,16,3,14,6,Lobby 1,Finals,14.0,3.0,14.0,0.0,Split_2
9.0,Horizon,26,20,0,13,3,6,1,3,5,Lobby 1,Finals,11.0,5.0,18.0,0.0,Split_2
10.0,Systematic,26,8,0,11,1,13,1,7,2,Lobby 1,Finals,7.0,0.0,4.0,7.0,Split_2
11.0,OGL,26,3,5,9,0,9,0,5,1,Lobby 1,Finals,8.0,2.0,15.0,0.0,Split_2
12.0,AIC WIBU,24,13,4,14,0,5,10,19,0,Lobby 1,Finals,10.0,1.0,11.0,0.0,Split_2
13.0,Sovereign,24,12,0,6,2,8,3,13,1,Lobby 1,Finals,5.0,1.0,6.0,3.0,Split_2
14.0,Lowkey,21,14,0,5,7,17,0,6,2,Lobby 1,Finals,6.0,0.0,12.0,0.0,Split_2
15.0,ARENA,20,18,1,18,0,11,6,17,0,Lobby 1,Finals,9.0,3.0,10.0,5.0,Split_2
16.0,CHILL,19,6,0,12,1,15,0,4,8,Lobby 1,Finals,20.0,0.0,20.0,0.0,Split_2
17.0,DYSON,18,10,2,20,0,20,0,20,0,Lobby 1,Finals,12.0,3.0,3.0,3.0,Split_2
18.0,DRG,14,7,3,10,0,7,0,11,1,Lobby 1,Finals,19.0,0.0,13.0,0.0,Split_2
19.0,JET,5,9,0,17,0,12,1,18,0,Lobby 1,Finals,15.0,0.0,16.0,0.0,Split_2
20.0,LVTHN,4,17,0,19,0,10,0,9,0,Lobby 1,Finals,16.0,0.0,19.0,0.0,Split_2
1.0,AVG,79,12,4,1,13,1,12,1,13,Lobby 1,Quarterfinals,,,,,Split_2
2.0,Systematic,55,1,9,2,7,12,7,4,5,Lobby 1,Quarterfinals,,,,,Split_2
3.0,Bots,40,3,15,4,6,8,0,18,5,Lobby 1,Quarterfinals,,,,,Split_2
4.0,END2,38,2,9,11,3,5,12,16,0,Lobby 1,Quarterfinals,,,,,Split_2
5.0,SMDG,23,19,0,20,0,9,7,2,5,Lobby 1,Quarterfinals,,,,,Split_2
6.0,PBY,22,17,0,6,5,13,1,5,8,Lobby 1,Quarterfinals,,,,,Split_2
7.0,MIX-ONE,20,11,4,15,0,4,5,7,1,Lobby 1,Quarterfinals,,,,,Split_2
8.0,YNGEN,20,10,0,19,0,15,1,3,9,Lobby 1,Quarterfinals,,,,,Split_2
9.0,Behr,18,5,1,5,3,19,0,6,3,Lobby 1,Quarterfinals,,,,,Split_2
10.0,WhiteGive,17,6,0,13,2,3,2,10,0,Lobby 1,Quarterfinals,,,,,Split_2
11.0,RZ,16,4,2,14,2,17,3,11,2,Lobby 1,Quarterfinals,,,,,Split_2
12.0,DRG,14,20,0,7,2,7,1,8,3,Lobby 1,Quarterfinals,,,,,Split_2
13.0,Sovereign,14,13,0,16,0,2,4,19,0,Lobby 1,Quarterfinals,,,,,Split_2
14.0,NCTRY,13,15,2,8,7,18,0,15,0,Lobby 1,Quarterfinals,,,,,Split_2
15.0,OMP,13,14,0,3,2,10,0,13,0,Lobby 1,Quarterfinals,,,,,Split_2
16.0,JKs,11,8,4,10,0,14,2,20,0,Lobby 1,Quarterfinals,,,,,Split_2
17.0,Behemoth,9,18,0,17,0,6,4,14,1,Lobby 1,Quarterfinals,,,,,Split_2
18.0,Espoir,7,7,1,12,1,11,0,17,0,Lobby 1,Quarterfinals,,,,,Split_2
19.0,T-BIRDS,6,9,1,9,0,16,0,12,0,Lobby 1,Quarterfinals,,,,,Split_2
20.0,MASQ,3,16,0,18,0,20,1,9,0,Lobby 1,Quarterfinals,,,,,Split_2
1.0,Horizon,50,9,8,11,4,3,13,6,12,Lobby 2,Quarterfinals,,,,,Split_2
2.0,JET,45,10,2,2,10,5,5,4,8,Lobby 2,Quarterfinals,,,,,Split_2
3.0,MWB,44,5,4,1,10,16,5,5,5,Lobby 2,Quarterfinals,,,,,Split_2
4.0,BIGG,40,1,11,10,0,6,0,2,3,Lobby 2,Quarterfinals,,,,,Split_2
5.0,MDYB,35,14,6,20,3,2,15,20,1,Lobby 2,Quarterfinals,,,,,Split_2
6.0,MLG,34,2,3,5,4,7,6,9,3,Lobby 2,Quarterfinals,,,,,Split_2
7.0,INX,33,3,5,8,5,9,1,3,4,Lobby 2,Quarterfinals,,,,,Split_2
8.0,RYU,29,16,3,19,0,8,0,1,12,Lobby 2,Quarterfinals,,,,,Split_2
9.0,VG,24,12,0,9,3,1,5,14,0,Lobby 2,Quarterfinals,,,,,Split_2
10.0,CHILL,21,15,0,6,8,12,6,12,1,Lobby 2,Quarterfinals,,,,,Split_2
11.0,LOAF,18,7,1,7,3,4,2,18,1,Lobby 2,Quarterfinals,,,,,Split_2
12.0,Overclocked,14,6,3,4,0,13,1,13,0,Lobby 2,Quarterfinals,,,,,Split_2
13.0,RTB BFH,12,8,5,17,0,20,0,8,3,Lobby 2,Quarterfinals,,,,,Split_2
14.0,HEAVEN,12,19,0,3,2,18,0,10,1,Lobby 2,Quarterfinals,,,,,Split_2
15.0,KHT,8,11,3,13,2,15,0,16,0,Lobby 2,Quarterfinals,,,,,Split_2
16.0,REIGN,6,18,0,16,0,14,2,7,0,Lobby 2,Quarterfinals,,,,,Split_2
17.0,Baj,6,4,1,18,0,17,0,19,0,Lobby 2,Quarterfinals,,,,,Split_2
18.0,MP,5,17,0,14,0,10,2,17,0,Lobby 2,Quarterfinals,,,,,Split_2
19.0,CHAPS,4,13,0,15,0,11,0,15,0,Lobby 2,Quarterfinals,,,,,Split_2
20.0,Saint,3,20,0,12,0,19,0,11,1,Lobby 2,Quarterfinals,,,,,Split_2
1.0,YTS,52,4,11,17,0,1,18,11,5,Lobby 3,Quarterfinals,,,,,Split_2
2.0,HAKA,52,5,7,1,13,4,9,14,1,Lobby 3,Quarterfinals,,,,,Split_2
3.0,FW,47,1,7,14,0,8,2,1,11,Lobby 3,Quarterfinals,,,,,Split_2
4.0,NOPLAY2,42,6,1,2,9,5,5,5,7,Lobby 3,Quarterfinals,,,,,Split_2
5.0,DNZY,34,9,18,20,0,10,10,16,2,Lobby 3,Quarterfinals,,,,,Split_2
6.0,KMF,25,3,0,8,1,19,0,2,6,Lobby 3,Quarterfinals,,,,,Split_2
7.0,Speed,24,2,3,18,0,3,4,15,0,Lobby 3,Quarterfinals,,,,,Split_2
8.0,Monkey Predator,23,8,4,3,7,11,0,10,0,Lobby 3,Quarterfinals,,,,,Split_2
9.0,GBR,22,7,0,4,3,7,3,7,2,Lobby 3,Quarterfinals,,,,,Split_2
10.0,Sanity,17,17,0,19,0,15,0,4,11,Lobby 3,Quarterfinals,,,,,Split_2
11.0,okok,17,15,0,16,0,12,2,3,6,Lobby 3,Quarterfinals,,,,,Split_2
12.0,OPMON,16,19,0,6,3,2,0,12,0,Lobby 3,Quarterfinals,,,,,Split_2
13.0,TNF,15,13,1,10,6,16,3,17,2,Lobby 3,Quarterfinals,,,,,Split_2
14.0,Informal Squad,14,11,0,7,3,13,0,8,4,Lobby 3,Quarterfinals,,,,,Split_2
15.0,No Mental,14,14,0,5,7,14,0,13,0,Lobby 3,Quarterfinals,,,,,Split_2
16.0,TRY,11,12,0,11,0,6,2,6,1,Lobby 3,Quarterfinals,,,,,Split_2
17.0,AIC WIBU,9,10,3,13,3,18,0,20,0,Lobby 3,Quarterfinals,,,,,Split_2
18.0,SLA,6,16,0,15,1,9,0,9,0,Lobby 3,Quarterfinals,,,,,Split_2
19.0,KEBUN,4,20,0,12,3,17,0,19,0,Lobby 3,Quarterfinals,,,,,Split_2
20.0,LOCO,2,18,0,9,0,20,0,18,0,Lobby 3,Quarterfinals,,,,,Split_2
1.0,N-M,69,4,9,1,14,10,3,1,12,Lobby 4,Quarterfinals,,,,,Split_2
2.0,Phantom,55,1,8,2,8,4,7,8,4,Lobby 4,Quarterfinals,,,,,Split_2
3.0,ARENA,50,6,8,6,6,1,13,6,2,Lobby 4,Quarterfinals,,,,,Split_2
4.0,Lowkey,40,13,1,7,5,2,10,3,4,Lobby 4,Quarterfinals,,,,,Split_2
5.0,Juiced,30,3,12,10,0,7,2,7,1,Lobby 4,Quarterfinals,,,,,Split_2
6.0,PUGI,29,10,0,15,0,3,4,2,6,Lobby 4,Quarterfinals,,,,,Split_2
7.0,OGL,26,11,1,3,11,11,0,5,1,Lobby 4,Quarterfinals,,,,,Split_2
8.0,BLANK,24,5,4,8,0,14,1,4,7,Lobby 4,Quarterfinals,,,,,Split_2
9.0,ZeroTwo,21,2,4,19,0,9,5,17,1,Lobby 4,Quarterfinals,,,,,Split_2
10.0,HKUF,17,12,0,17,3,6,5,9,3,Lobby 4,Quarterfinals,,,,,Split_2
11.0,Chonky Bees,17,14,1,5,3,8,2,10,2,Lobby 4,Quarterfinals,,,,,Split_2
12.0,OJ,16,7,1,9,1,5,1,15,3,Lobby 4,Quarterfinals,,,,,Split_2
13.0,iON-H,10,18,0,4,3,15,0,13,0,Lobby 4,Quarterfinals,,,,,Split_2
14.0,HYPER,9,16,3,14,0,12,0,11,3,Lobby 4,Quarterfinals,,,,,Split_2
15.0,U1D,8,9,3,18,1,13,0,18,1,Lobby 4,Quarterfinals,,,,,Split_2
16.0,SNM,5,8,0,11,1,16,0,14,0,Lobby 4,Quarterfinals,,,,,Split_2
17.0,KINDOG,3,17,0,12,0,17,2,16,0,Lobby 4,Quarterfinals,,,,,Split_2
18.0,REC,2,19,0,13,0,18,0,12,0,Lobby 4,Quarterfinals,,,,,Split_2
19.0,FNM,1,15,0,16,0,19,0,20,0,Lobby 4,Quarterfinals,,,,,Split_2
20.0,GFG,0,20,0,20,0,20,0,20,0,Lobby 4,Quarterfinals,,,,,Split_2
1.0,Horizon,84,14,5,4,11,8,0,5,12,Lobby 1,Semifinals,1.0,11.0,2.0,12.0,Split_2
2.0,JET,61,10,0,5,8,5,11,1,8,Lobby 1,Semifinals,4.0,4.0,14.0,2.0,Split_2
3.0,Bots,60,1,7,1,6,15,1,7,6,Lobby 1,Semifinals,12.0,3.0,11.0,7.0,Split_2
4.0,AVG,51,2,10,19,0,1,10,13,0,Lobby 1,Semifinals,7.0,4.0,15.0,1.0,Split_2
5.0,CHILL,50,7,11,6,1,7,3,15,0,Lobby 1,Semifinals,2.0,14.0,10.0,0.0,Split_2
6.0,PBY,40,18,0,13,0,2,10,16,0,Lobby 1,Semifinals,11.0,1.0,1.0,6.0,Split_2
7.0,BIGG,38,6,1,7,2,3,0,12,1,Lobby 1,Semifinals,3.0,5.0,6.0,5.0,Split_2
8.0,Systematic,35,9,1,12,1,9,2,2,6,Lobby 1,Semifinals,6.0,3.0,9.0,3.0,Split_2
9.0,MWB,31,5,6,16,0,4,2,8,2,Lobby 1,Semifinals,8.0,2.0,7.0,3.0,Split_2
