Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,Horizon,84,14,5,4,11,8,0,5,12,1,11,2,12
2.0,JET,61,10,0,5,8,5,11,1,8,4,4,14,2
3.0,Bots,60,1,7,1,6,15,1,7,6,12,3,11,7
4.0,AVG,51,2,10,19,0,1,10,13,0,7,4,15,1
5.0,CHILL,50,7,11,6,1,7,3,15,0,2,14,10,0
6.0,PBY,40,18,0,13,0,2,10,16,0,11,1,1,6
7.0,BIGG,38,6,1,7,2,3,0,12,1,3,5,6,5
8.0,Systematic,35,9,1,12,1,9,2,2,6,6,3,9,3
9.0,MWB,31,5,6,16,0,4,2,8,2,8,2,7,3
10.0,MIX-ONE,31,4,1,3,10,18,0,14,1,9,1,12,2
11.0,INX,31,3,2,10,4,14,0,4,0,15,0,3,2
12.0,SMDG,28,16,2,8,5,10,7,10,0,16,3,8,3
13.0,MLG,24,12,2,14,0,16,0,3,5,14,0,5,3
14.0,Behr,18,11,2,9,1,11,0,6,4,10,2,18,0
15.0,END2,17,17,0,17,0,17,3,11,5,17,0,4,3
16.0,RYU,15,8,1,15,0,13,3,9,3,13,0,13,0
17.0,WhiteGive,14,13,0,2,3,12,0,19,0,18,0,17,0
18.0,VG,7,15,0,11,0,6,1,17,0,19,1,20,0
19.0,YNGEN,6,19,1,18,0,19,0,18,1,5,0,16,0
20.0,MDYB,0,20,0,20,0,20,0,20,0,20,0,20,0
